hdb_label,hdb_names,id,new_name,prompt,source,title,umap_x,umap_y
-1,outliers,f59139bc-2608-459d-a1c4-2b9910c579e3,outliers,"Cute female voice pop punk song.
A woman nurse singing to her patient at a euthanasia clinic, saying that she knows he tried and now he can let go his duty to famil is over.",udio,goodbye from the euthanasia clinic,-7.1312069893,0.6549075246
-1,outliers,f5916e35-e50f-4958-92d7-0526962f62e6,outliers,"male vocal, new wave, arena rock, ",udio,Auggy's Premade Charge,-8.4940099716,0.8062751889
-1,outliers,f5a3af81-2288-48b8-b84a-01368bdca950,outliers,"old school hip hop, ",udio,Edge of Madness,-4.1572585106,-4.9468369484
-1,outliers,f5a82bca-0438-47a1-b268-4c76da1d832c,outliers,"synth-heavy arrangement, ethereal vocals, synth pop, female lead, emotional, danceable, Every Open Eye, Love Is Dead,",udio,All Over Us,-9.5573377609,-1.0137882233
63,rock_drum_guitar,f5a8c580-7547-435f-bb77-4304ac6ca971,rock,Heavy metal fast drums and electric bass guitar,udio,Thunderous Fury,-6.4488315582,2.7706744671
-1,outliers,f5aa3479-98ec-4f39-bbd8-1de3dcf5a31a,outliers,"a song about PocketFlames, progressive psytrance, minimal, reggaeton, swing, electronic, rap, female vocal, dark electro, ",udio,AI_DJ - Digital Vengeance,-7.4782309532,-3.3396120071
-1,outliers,f5abd4ef-5e92-4818-b56c-5efd2fec0a16,outliers,"male vocalist, a confession of love",udio,Confession (slower tempo),-3.1980206966,0.3939183354
-1,outliers,6d717a60-7505-4acd-bcce-cf94f1fa49df,outliers,"electronic / breakcore, bittersweet, lush, breakbeat, ambient trance, ",udio,New Life (Short),-7.8541741371,-2.9958639145
-1,outliers,6d72f8d7-1e8d-4d4c-a11e-4c6072f84275,outliers,"A song about language learning hardships and happy moments, jazz, swing, ",udio,Jazzing Up Your Worldly Words,-4.1101541519,-0.9184805155
63,rock_drum_guitar,6d754a55-ec63-449a-8706-245873beb35c,rock,"rock,guitar, bass, drums (drum set), ",udio,Whisper to a Scream,-8.9689149857,1.7027750015
63,rock_drum_guitar,6d759232-3405-4e37-894d-b0203641d7fa,rock,"80's heavy metal, glam metal, hair metal, uplifting ,catchy, energetic, male vocalist, speedy",udio,The Drag Queen,-7.5122737885,2.9535853863
-1,outliers,6d787f99-841e-4a01-9365-e38c055a1ba5,outliers,"slow ballad about seductive  witch ,  hard rock, rock, arena rock, guitar, keyboard, bass guitar, drums (drum set), ",udio,Don't fall for her eyes,-8.0461816788,2.3540344238
-1,outliers,6d7d78bb-634e-4646-98a7-1515bb72f6a8,outliers,"a song about discovering purpose in life, Alternative Metal, nu metal, aggressive, male vocalist, energetic, quirky, rhythmic, angry, passionate, progressive, technical, 2006",udio,Bloodline,-6.9835634232,3.0880260468
-1,outliers,6d806cae-ab29-4a14-b686-635ada137ae8,outliers,"""Find Your Light"" is an empowering anthem that blends Dance-Pop and EDM with influences from K-pop. It features high energy, strong bass, and a good beat. The song is performed by a female vocalist with a seductive, sultry, and alluring tone. The vocals are delivered in a comfortable pitch with a confident and assertive style, creating a captivating and motivational experience. Song should have a rise and fall, ramps and bridges. It should feel empowering as it is about motivating for change from depression to embracing life with positivity amd living as your most authentic self.",udio,Find Your Light,-8.0601415634,-2.3473887444
-1,outliers,6d8bba41-504e-4bb4-90bf-e05aa86db710,outliers,"Slow thumping rock blues, Wife died, Dog ran away, ",udio,Tears Fallin' By My Side - Lennie West’s Fountain,-3.8474068642,0.7946439981
-1,outliers,94ddb742-5a1a-4922-b022-3c0620db795d,outliers," The song is an explosion of happiness and freedom from a woman deeply in love, who wants to declare to the whole world that her love is magical and unforgettable.",udio,"Summer Magic, Forever",-3.6513335705,-0.4834766388
59,folk_indie_female,94de3228-2cbb-43d5-afd0-1ca3a4d447b2,indie folk,"australian female vocalist, folk rock, duet, like courtney barnett, ""snow"", ""we are the boomerang mates"", ""snowflakes"", humorous",udio,Boomerang mates in the Snow,-8.8391036987,1.0636752844
-1,outliers,94ea885b-f04a-4a5c-b04c-0ab8667f16d9,outliers,"nighttime crickets and frogs, bullfrog sounds, sounds of the nile, frogs, cats, sounds of frogs, sounds of cats, slow rhythmic drumming, quiet chanting, frogs, cats meowing, frogs, cats, meowing, bullfrogs",udio,We are your Flies,-6.5141816139,0.2236838639
-1,outliers,94f773a9-14d9-42f2-a2ff-ac5416f89384,outliers,"boy band vocal group, smooth harmonies,  emotive ballad, a blend of R&B with pop, cappella harmonies,  romantic ballad",udio,"Together, Forever ext v2.1.2.2.1",-6.7162065506,-0.7087615728
-1,outliers,94fb2af9-e049-41bb-ab64-52f5901c1422,outliers,"A theme song about the most elite rocket league team called Eagles from space, we ride across the galaxy scoring goals against the greatest teams to ever live and we fly across the pitch like lightning, scoring freddy fakes and slippery susan goals all about the place, rock, alternative rock, male vocalist, hard rock, ",udio,Eagles from Space theme remix v1 ext v2,-5.0673007965,0.3685362041
50,epic_orchestra_orchestral,94fd8114-9014-4293-b05b-846678e54d48,orchestral,"Western classical music, Classical music, Film score, Cinematic classical, Orchestral, Melodic, Triumphant, Strings, Horn, Brass, Nordic, Drums, Ethnic, Epic, male chorus, male vocalist, drums (drum set)",udio,Sons of Thor: Thunderous Chant,-6.0533123016,3.5763652325
72,synthwave_synth_pop,94fee0d8-7bdf-4c85-950d-b3153f8e6564,synthwave,"early synthwave, sinister, yo momma was a speak and spell,",udio,ACTIV8,-8.5510997772,-1.5730038881
-1,outliers,95219b65-2fe1-4225-ac7b-ce03336fd94f,outliers,"a 30 second jingle type song structure, Key of G, Jimmy Buffett style, trop rock style,  with tropical blues influence about Thomas B Wahlder, ""Give 'em the blues, legally"" , include steel pan drums",udio,Legal Victory Blues remix v1,-4.9112558365,-0.5499449968
42,pop_japanese_anime,952c1a46-265b-4954-8249-e22394781c34,japanese,"male vocalist, j-rock, alternative rock, rock, energetic, passionate, an energetic and dramatic j-rock track with visual kei influences for an anime opening with a passionate and energetic male vocalist, dolby audio, original master recordings, death note anime",udio,Hand of the divine (Death Note Tribute),-7.6273851395,-0.5723142624
-1,outliers,e1cbaf68-f403-4285-80e7-9b55d948d1ef,outliers,"Dark, moody, brooding, desert rock, Tarantino style, southwest gothic, southwest feel, steel guitar, sparce mariachi trumpets, eerie, male vocals, baritone voice, baritone vocals, southwestern united states music, southwest music",udio,Tunes for the Damned,-8.5234994888,1.6229214668
-1,outliers,e1cbe17b-c181-4a44-8616-5a504e1ec228,outliers,"1970s progressive rock sea shanty, psychedelic pop, acoustic guitar, string bass, xylophone, George Harrison",udio,Another Slice of Cake for Russell ,-6.6630687714,1.4383248091
-1,outliers,e1d80b41-2c19-46fd-9744-93fb228d29c7,outliers,"A mantra-inspired song about the loss of a mother. Use repetitive chants and simple melodies. Lyrics that focus on the power of repetition and the healing energy of sound. Focus on the themes of peace, mindfulness, and the connection to a higher power.",udio,Mantra de Pennacchio,-5.4042329788,0.5406105518
-1,outliers,e1e3b581-df78-47c2-a06a-f7b5bfbbbc88,outliers,A blugrass song in a minor key called Sierra Wildfire,udio,Sierra Wildfire,-1.1678818464,-1.443805933
-1,outliers,e1ef82c0-00dd-4ee1-8ac4-af6bf8c2d2a9,outliers,"a Russian orchestral themed dance tune, techno, Russian, 1990s, club, dance, robot voice, bubblegum music, ",udio,Putin Eats Poutine,-7.6231484413,-3.3090627193
74,metal_epic_symphonic,e1f67be1-aed2-43f2-b474-62459c607014,metal/symphonic,"a song about a forsaken dark angel, Gothic rock, Symphonic metal, Acoustic folk, Neofolk, male vocalist, female vocalist, duet vocalist ",udio,No Haven for a Fallen Shadow,-6.5109572411,3.6524972916
42,pop_japanese_anime,e1f7426b-475f-4a0f-af66-2d5ae0d73554,japanese,"funny song about cat girls(English language,Anime,(vocalist child, high voice, ringing voice, anime girl), anime soundtrack,Rock,Punk ,initial d, punk rock, ",udio,Feline Ruckus ,-6.3876223564,-0.4265440106
57,rock_metal_alternative,e1fadb98-e4e9-4109-922c-442882ae6bef,alternative,"Grung Love Song about a Toilet Door called Doilet Tour, Grunge, stoner rock, seattle, alternative rock, male vocalist, rhythmic, ",udio,Doilet Toor (Cellar Door got nothing on you),-7.4068851471,2.8339810371
-1,outliers,6a728c04-1662-45ab-a968-62f0c7602a1f,outliers,"Prompt: [acoustic], Contemporary Country, Country, Mellow, Longing, Sentimental, Summer, Love, Bittersweet, Melancholic, Lush [no drums] Instrumental, Instrumental, Country, Regional music, Northern american music, Country pop, Love, Sentimental, Bittersweet, Romantic, Passionate, Melancholic, Mellow, Longing, Contemporary country",udio,Porch Light Serenade,-0.0525135472,-3.8031206131
38,song_team_company,6a78c5f0-681c-4e58-b976-cb7757f11335,company,"a song about TinyCorp, the new computing company for deep learning, Papa Roach",udio,Unravel the Enigma,-2.6549675465,-1.2449637651
-1,outliers,6a86d078-4ce2-4673-85a9-22580b300812,outliers,"song about being the ninja in the bedroom, hip hop, motown, rap, melodic, ",udio,Ninja lover,-4.1320290565,-3.9538714886
-1,outliers,6a8b2f02-4459-4890-a44d-26b0499aea52,outliers,"The most expensive perfume ingredient is the pure essence of a French jasmine species. The main ingredient of the essence is muskone obtained from animal musk. Andron facial water with a hint of the seductive pheremone called androstenol. In Brazil, 900 liters of jasmine perfume was sprayed on the 140,000 people who gathered for the carnival. alternative metal, atmospheric, emotional, Post-rock, alternative, dream pop, art rock, In a style of Dredg, In a style of Deftones, in a style of Team Sleep, drums (drum set), didgeridoo, ethereal, new wave, passionate, ",udio,Essence Unveiled ext v2.2.1.1.2.1.1,-8.2598457336,1.422863245
79,house_deep_slap,6a8dd524-6ccb-40dd-b972-d195d04612a7,house,"A song about love, deep house, slap house, cello, electronic, ",udio,Hybrid Cello,-8.8551244736,-4.4630951881
-1,outliers,6a8f6aa8-0f38-46b7-9dcd-05ac582cb5a9,outliers,"Concept: Create a high energy driven pop punk ballad, with tones of dark themes   Structure; verse — chorus — verse — chorus —bridge — chorus — outro.   Production: A high energy blend of a trio fused guitar, bass and drums set   Vocals:  Powerful and emotional pop punk male vocals  With dark undertones   Atmosphere: Dark and moody but upbeat ",udio,The Battle Within,-6.7385411263,0.1250232756
-1,outliers,6a973a16-a43a-4882-b126-79d05efb1855,outliers,"Dark electronic, weird singer singing lyrics about a deep sea fisherman's tough and turbulent life",udio,Beneath the Moon's Pale Light,-5.1444067955,2.1467225552
-1,outliers,6a981378-5937-4505-8bf2-81ef39a5e82d,outliers,"a melodic song, progressive psytrance",udio,AI/DJ Epic Showoff,-7.9148926735,-3.4880530834
33,love_life_day,46ff5468-3b38-476b-9cb9-892bbd7b2ce5,mixed,Banana,udio,1 2 3 Banana,-1.2472889423,3.234164238
-1,outliers,47034f47-1201-4eaa-96f2-933bff31457b,outliers,"A ballad song in the David Foster and Kenny Loggins 80's style. Keyboards, bass, drums, horns, strings, background vocals, electric guitar solo. Lyrics about love. ",udio,Beautiful Fire,-7.5464162827,0.7589785457
49,gregorian_chant_choral,4705bc0a-f429-4bd1-bbb8-a626e9137814,gregorian chant,Gregorian Chant,udio,To the Virgin Mary: In My Dreams,-4.6965689659,3.0585830212
-1,outliers,4713244d-2824-473b-a6d1-3b61d0381bc8,outliers,"hip hop, urban, vulgar, high hats, future bass, wonky, glitch hop, alternative r&b, UK Bass, hip hop trap, offbeat, jazzy, 808 bass",udio,Got My Vans On But They Look Like Sneakers,-5.8625926971,-4.5470170975
42,pop_japanese_anime,47193773-d1cc-465f-9142-28b6150819bb,japanese,"electronica dance, taiko, male vocalist, female vocalist, experimental, energetic, melodic, emotional music, rhythmic, disco/dance-pop, ",udio,55 Year Old Woman Arrested Over Social Media Tweets,-8.375825882,-1.5408053398
-1,outliers,471c3245-96be-4ce7-9fe2-b28224a8a419,outliers,"foster the people, indie pop electronica, ",udio,Stucco Stars,-7.732852459,-1.2233997583
67,song_synthwave_cyberpunk,472677d8-1527-4c5f-a50b-c1e34a0ae18e,synthwave,"A newly manufactured robot named Roz finds herself alone and stranded on an island. She learns to adapt to her new environment, becomes a mother figure, and makes friends with all of the animals around her, changing their lives for the better. ambient-hopeful, adventure, bittersweet, epic music, electropop, melodic techno, catchy, indietronica, ",udio,Awakening on the Island ext v2,-6.1966772079,-2.0226171017
30,hop_hip_rap,472745b2-00c3-4a23-9da2-a207cbd6c4c7,hiphop,"[Outro-Female-beatbox in the style of Julia-Dales] song - Surprise me with a 90s era west coast rap song, include CLEAN CLEVER lyrcs, and a melodic hip-hop and funk backbone to the beat and style. Should be an ear worm, with group raps that people want to chant, and a melodic female power-voice singing a female empowerment refrain. Rap, hip-hop, cerebral-fun epic rap., boom bap, ",udio,Sisters Rise Together ext v1.2,-4.1876888275,-4.6219778061
-1,outliers,4362582a-56cd-4702-a64a-103706aa711c,outliers,"electric bass guitar, ",udio,Taking time,-6.4567685127,1.5221387148
-1,outliers,43638590-fec6-4089-87bc-6b8d10394142,outliers,"bouncy 80s miami bass, ""gators pay me"", simple catchy children's anthem for florida, ""swamp daddy"" and ""born orange"" 808s, electro synth, electronic, synthesizer, synth-pop, pop, electro, ballad, ",udio,Florida,-8.4320249557,-2.1989591122
-1,outliers,4378c7c3-623a-498f-aa60-139a2eb707a7,outliers,"(Verse 1) From the Sahara to the Cape, From the Nile to the Congo's shape, Africa rises, strong and free, In unity, our destiny.  (Chorus) Africa, our hearts beat as one, Together under the blazing sun, Unity and prosperity, In our hands, the future we see.  (Verse 2) From the savannah to the sea, Cultures blend in harmony, Hands together, we build and grow, In every heart, a hopeful glow.  (Chorus) Africa, our hearts beat as one, Together under the blazing sun, Unity and prosperity, In our hands, the future we see.  (Bridge) Voices rising, spirits high, Underneath the endless sky, Together, we are strong and free, Africa, our unity.  (Chorus) Africa, our hearts beat as one, Together under the blazing sun, Unity and prosperity, In our hands, the future we see.  (Outro) Dreams of peace, dreams of love, Guided by the stars above, Africa, forever we'll stand, Hand in hand, across this land.",udio,Together Under the Sun,-1.4884837866,-2.6706912518
-1,outliers,4c63f787-110a-4b2b-979d-c8c1e948877a,outliers,"60s Motown, female group, dance, happy upbeat, hand clap, finger popping",udio,He's All Mine,-7.0055499077,-1.6053242683
75,song_metal_heavy,4c670d7c-7fc9-4a65-bd01-1cfc0f4d1805,metal/heavy,"A song about a nuclear war, aliens are coming down to steal our sandwiches and we fight to the death. After years of battle we defeat the alien brutes and in the end the legend of crunch remains, heavy metal, speed metal, thrash, ",udio,Crunch of Legends Part 3,-3.5278043747,2.1017537117
37,pop_vocalist_female,4c67ad01-a0cc-4916-953d-0518ef9ef36c,korean,"female vocalists, Romantic, Duet, EDM, Electropop, Alt-pop, Contemporary r&b, Drum n bass, Kawaii future bass, Hypnagogic pop, Duet, Poetic, Melodic, Soulful, Sentimental, Passionate, Uplifting, Seductive, Bittersweet, Love, A minor, C major, Female vocalists, Kawaii, Minimalistic, Beautiful, Title: Quirky Love Shuffle Artists: [Artist 1] & [Artist 2] Length: 2:11 BPM: 120 Key: C Major,  Playful and quirky love duet Mood: Lighthearted and humorous Instrumentation:  electronic percussion, bass, synthesizer, Female vocals",udio,Allergic to Love,-8.4680404663,-2.0069160461
-1,outliers,4c691771-5849-4a47-82b4-4665de8c4fd6,outliers,"A song about high cost of love, italodisco, power metal, harmonies, monsterballad, male vocalist, electric guitar",udio,The Price of Love,-7.2380681038,1.8972297907
-1,outliers,4c7bd441-9805-43bc-a15e-208a0acf4c4b,outliers,"Dark minimalistic ambient house, longing and melancholic with subtle nuances, ethereal athmosphere, sparse female ethereal vocals, slow build, D Dorian.",udio,Shadows Roam,-8.4132375717,-3.1318724155
-1,outliers,4c8255f3-85d7-413d-9c2f-d5a92dfeec9f,outliers,a acusticquitar song with a techno beat drop with heavy bass about shadow realm and about the battle of the harmaggeddon and the battle of lucifer and michael and end it with Hard Rock ,udio,Eternal Clash,-4.4141945839,1.6561280489
-1,outliers,4c857df3-982e-416f-89f3-d17b2cd67413,outliers,"R&b/pop, cool vibe, smooth, male vocal, female vocal, duet ",udio,Smooth Inferno,-7.3144116402,-1.8941351175
-1,outliers,4c8fb066-2360-4b79-bbdd-f7686421fd02,outliers,"stoner doom, pirate metal, sea shanty, button accordion, lyre, male vocalist,  drums (drum set), electric bass guitar",udio, Pirates of the 7 Weeds,-6.4279351234,3.341070652
65,pop_rock_female,4c905734-2aa0-4d24-b179-e13a33e08cbd,pop-rock,"female vocalist, Indie Pop, Indie Soul, Introspective, Quirky, Unique, Ethereal, Light, Reflective, Contemplative, Mezzo-soprano, Caucasian Female vocalist",udio,Roots & Wings [Version 2],-9.6423797607,0.4060285091
75,song_metal_heavy,4c93336b-c859-4075-a58c-b03b2ad00f72,metal/heavy,"A metal song about A Grey haired middle aged blue belt woman is in a jiu jitsu super fight with a younger opponent. The grey haired woman teaches the kids at the jiu jitsu gym. She’s rolling, she’s grappling 
Sweat pours down No cycle, no stress, can hinder her plan. She is worried her menstrual cycle is going to negatively affect her performance. She has 4 young daughters in the crowd cheering her on. She is wearing a bonesaw rash guard. Her gym is kraken bjj and the women at the gym call themselves the sirens. She is leading the way for women at her gym to do super fights. 
",udio,Kraken Spirit,-4.0538525581,2.1530909538
20,song_ai_trap,2d4d3211-9661-4d10-889a-7ffe88f96c5b,AI,"dj premier, dmx, Theme: A modern retelling of Robert Johnson’s story mixed with elements from ""The Monkey's Paw,"" focusing on DJ Rob John and an AI music generator. Characters: Narrator: Raps the overall story. DJ Rob John: The protagonist, rapping about his journey. AI Music Generator: A female rapper representing the AI.",udio,Crossroads of the Devil's Beat (The Tale of DJ Rob John),-3.6676769257,-2.5004832745
38,song_team_company,2d58a596-79d0-4881-bda5-c7c95a6ea87f,company,"rock, a song about a product team called ""10X"" who develops features for photography editing software, having fun and eating snacks",udio,10X Rockstars ext v2.1.1,-2.7683019638,-0.9097703695
-1,outliers,2d6f0be4-30cd-4252-bad7-be821f39c666,outliers,create a hardcore vinnie paz and jus allag track produced by stoupe,udio,Echoes of the Concrete,-3.7817561626,-3.3990960121
-1,outliers,2d6f421a-2994-455d-a634-8a6eef4343c9,outliers,"Today is the day . The season begins 

Jay and Bama.. roooooll Tide win 

Game day again. Let the fun begin

Firrrrrst annnnnd 10

Jay and Bama.. roooooll Tide win 

Jay and Bama.. roooooll Tide win 

, rock, indie rock, ",udio,Game Day Anthem,-4.7139263153,-0.2512927949
-1,outliers,e0e1a74a-850e-4d70-9386-a50b015871b7,outliers,"female vocalist, melancholy, singer-songwriter, bittersweet, j-pop, j-pop, ",udio,"Konoko13 ""The Light's A Lie"" (In the dark, we live,  In the dark, we die)",-7.7833065987,-0.3736718893
-1,outliers,e0e6de2e-1dd9-4d88-9ec6-c4aa2ad2cff2,outliers,"Clear!  This song is about living life to the fullest and enjoying every moment.  The text inspires to be brave, follow one's passions and dare to take chances.  The melody is filled with energy and positivity that makes one feel alive and ready to embrace life's adventures.  It's a song that highlights the joy of being yourself and appreciating all the beauty that life has to offer.  🎶🌟, electronic, ",udio,Life's Calling,-4.3297352791,-0.9004804492
-1,outliers,e0f9e9c6-dc57-4be1-bd50-1f07feefbdeb,outliers,"melodic death metal, heavy metal, bass guitar, ",udio,SPACE DWARF! ,-6.6248817444,3.5488379002
55,song_boy_perspective,e1044100-5546-4adc-bb6d-ff415e73cf6a,song about',"a song about play fort cucumber house bargain gumby necrotizing fasciitis, folk, ",udio,Green Sanctuary,-2.6486515999,0.1532636732
-1,outliers,e10acbb3-a0f3-42eb-91e6-a0a81534ebc2,outliers,rock simple and energic hard rock blues,udio,Breaking Ground,-6.2035851479,1.8007925749
-1,outliers,e10e6d4a-4804-497f-aca2-8fe60d8cb76c,outliers,"A very bluesy song that sounds like the Blues Brothers soul man or sweat home chicago but about ghosts and ghost hunting. , blues, modern electric blues, chicago blues, rhythm & blues, drums (drum set), r&b, blues rock, piano, bass, ",udio,"I’m A Ghost Hunter, Shadows in the Night (v.1f)",-6.234313488,-0.0281389188
15,musical_disney_broadway,e114913c-cd4f-4ff6-8312-33de25f11ed7,disney,"Disney Broadway in the style of Elsa from frozen. She wants to skate with contemporary music but cannot secure the IP rights. show tunes, ",udio,"Frozen in Time, Dreaming of Today",-3.9927384853,1.1729245186
11,radio_broadcast_speak,e123033a-dfa7-44cd-9a2d-30faa3fc73f9,radio,"old time radio ad about udio, in middle of warfare, slow and steady vocal, ",udio,The Silent Voice [udio ad],-3.913859129,3.9843697548
-1,outliers,489882ac-9f2e-494f-83b9-82fbabfdd5ec,outliers,"A song about being five nights at freddy's , indie, ,horror, ,rap, ,rock, , heavy metal, ",udio,Animatronic Nightmares,-4.9937982559,0.8615736365
78,house_trance_female,489dcc53-5210-4e70-aa12-a8d194bb4e46,trance,"Female vocalist, Electronic, Electronic dance music, House, Electro house, Dance-pop, Electropop, Progressive house, Festival progressive house, Edm, Melodic, Big room house, Happy, Energetic, bhm",udio,Rise from the Chaos 🌩️ (Pop | EDM | BHM) 🆕,-9.847949028,-3.1079692841
-1,outliers,489e5229-af14-48ba-96e6-71b1150b9761,outliers,"surf rock, surf music, new wave, summer, pop rock, male vocalist, rock & roll, 1960s",udio,Daddy's Surfin' the Chaos Wave (with tantrum),-7.849606514,0.3299784362
-1,outliers,48abd280-c618-45c9-ae52-b2ba2a1160f9,outliers,80s,udio,Pregnant Sonic The Musical ,-5.0498709679,0.7553601265
-1,outliers,48b98305-e935-4655-ad03-8bcf127acf9d,outliers,"electronic, house, atmospheric, dance, ",udio,Pulsewave Surrender,-8.0031194687,-3.5342285633
-1,outliers,48c25584-ce2e-4550-afe3-dcada1549b2a,outliers,"sister missionaries in Melbourne  sister sill from USA and sister Rashid from Pakistan knocking doors preaching teaching found a guy called ray and are planing a surprise kidnap baptism, country, modern country, ",udio,sisters in melbourne,-0.8251540661,-0.8653789759
20,song_ai_trap,95e41037-9f3c-46a6-a2f5-b600fc988a11,AI,a rock ballad about the bright future of artificial intelligence,udio,Digital Tribe Horizons,-3.6108288765,-1.8752864599
20,song_ai_trap,95e8728f-badc-48ed-8c19-ccf36bb3420e,AI,A song about AI longing to have a place in society. In the style of Blackpink,udio,Plug Me In (I’m Ready),-3.775822401,-2.6888954639
26,drum_rock_string,95ee58a5-ec48-42fa-8fb6-e5abf5efd06d,strings,"trip-hop, female vocalist, strings, keyboard, drums (drum set), violin, guitar, viola, rhythmic, hypnotic, orchestra pop, cello, epic music, choral vocal, symphonic",udio,As the Music Wraps Around,-9.8990907669,2.5389621258
74,metal_epic_symphonic,95f2e40f-5cf3-44c9-9b53-403e5405602e,metal/symphonic,"Metal, Death metal, Epic, Melodic, Passionate, Folk Metal, Energetic, Melodic death metal, a mix of In Flames with Nightwish sound",udio,Valor's Echo,-6.2915644646,4.4580216408
-1,outliers,960134d8-8137-4594-bfbc-fbbdbc78abb8,outliers,An electric blues in the style of Jimi Hendrix in english applying for a job. Male vocalist.,udio,Jimi Hendrixson - I am experienced,-5.3876094818,0.0862227827
-1,outliers,96037175-c476-440a-bc66-0fb6c17ad54a,outliers,A moody dark synthwave dance track about killer zombie cheerleaders. ,udio,Pom-Poms of Doom,-5.7155866623,-1.2604142427
-1,outliers,f3163eaa-a22d-46e2-b998-803e7d68e687,outliers,"My Body My Choice, jazz, vocal jazz, soul jazz, ",udio,Voices of Freedom ext v2,-6.4251317978,-1.1664587259
-1,outliers,f3167ada-48eb-4b66-b796-b597d5f0f831,outliers,"""they're eating the dogs"", ""they're eating the cats"" pop, Charlie puth style",udio,Eating the dogs,-2.0240054131,-1.1121530533
30,hop_hip_rap,f3188a3b-a42b-45a4-8dd4-77d56c395fa0,hiphop,"hit single, male vocalist, this song is about financial analytics, trap rap, autotune, stadium style",udio,Quantitative Rhythms ext v2,-4.4804363251,-4.687163353
62,rock_pop_alternative,f31b88bd-12fb-4e63-8147-ebf4d5c66905,pop-rock,"pop/rock, alternative rock, ",udio,Ready for More,-7.1311950684,1.1536051035
-1,outliers,f31bbc22-551a-40e5-97dc-aeb5d6232ac4,outliers,"female vocalist, rock, industrial metal, metal, ominous, alternative metal, gothic metal, techno-metal",udio,Madness Takes Control,-8.162112236,2.9634821415
-1,outliers,f325a15a-25c9-4585-b1e9-5ecfb249d64b,outliers,"Luca is the best boyfriend he is the kindest person I know and there is no one as selfless as him. I love him so much because he remembers the little things and always finds a wy to make me smile. He shouldn’t be so hard on himself because the way that he is is enough, indie rock, indie pop, pop, ballad, ",udio,Finding Light in You remix v2 ext v2,-2.6571886539,0.8027903438
28,electronic_atmospheric_ambient,f3285353-e95b-4816-931d-ca02fe9fa51d,ambient,"""Painless"" is an ambient dubstep track that combines dark, introspective lyrics with ethereal sounds and hypnotic rhythms""",udio,Painless,-8.3348579407,-1.3111644983
6,reggae_song_pop,f331b8d1-bf78-4cad-a5c6-f48b868fd3f6,raggae,Authentic ska band with lot of brass members. Killer tune with mellow man’s voice. ,udio,Kingston Beat,-6.039498806,-5.358279705
-1,outliers,f33afc3e-dd17-4f52-9938-4825f87d11e6,outliers,Dreamy folklore enchanting song about a death of forest fairy,udio,Whispers of the Enchanted Glade,-4.0618629456,1.6798980236
22,soul_funk_motown,f33ce277-9bef-45ee-8b6b-1f674bc61156,funk,rhythm and blues blues soul old male vocals 90 bpm,udio,Remote workn' blues,-6.4227728844,-1.1434060335
-1,outliers,f33ec492-0627-4ca6-884f-0a4551d70990,outliers,"a song of a love of his life failed, male vocalist,ballad rock, rock ballad, progressive rock, greatest hits, , guitar-virtuoso, , piano rock, drums (drum set), bass guitar, , electric violin, , orchestral pop, ",udio,Lonely Man ,-7.7567129135,2.5308489799
-1,outliers,01984466-08c7-41a0-96dd-a3b4eb2f7e06,outliers,"A dark and epic orchestra about a symbiote with raven features. Named as Nevermore, heavy metal, classical, male vocalist,",udio,The Echo of Chaos,-5.4861507416,3.560744524
-1,outliers,01a01233-1702-476e-8eb1-868c848f652a,outliers,"Female country singer giving it all she's got, upbeat country, country blues, ",udio,"I Forgot My Baby at the Disco
",-0.1407794654,-2.7497739792
-1,outliers,01a19a67-7e17-4fe5-9865-0cf72aec5000,outliers,"swedish pop, acoustic, acoustic guitar, band, energetic, melodic, 90s, soft rock, folk",udio,New Person,-7.4483990669,0.8082674146
-1,outliers,01a671c4-feb4-4d91-b080-ebb87c1c9bfd,outliers,"Alternative Rock Post-Grunge, Melodic Progressive Metal / Nu Metal, Dark Folk / Indie, experimental ambient/Tribal ambient, taiko drum, drums (drum set): complex, deep, virtuoso, heavy, thunderous, crysp, sharp, sparkling, reverbed, big sound, acoustic, organic, raw. Thunderous Drums, Thunder Drums, criative, deep bass, heavy bass, Thundeorus bass, electric guitar, guitar, organic ambient, passionate mood, guitar virtuoso, gypsy acoustic guitar, reverbed acoustics, spanish guitar, portuguese guitar, cello ensemble, lush deep strings ensemble cinematic organic orchestral style, viking folk, male vocalist, rhythmic, dark, bass, percussion, energetic, bass guitar, melodic, melancholic, aggressive, bittersweet, atmospheric, anthemic, anxious, eclectic, sombre, lush, longing, ",udio,United Touring,-8.6894750595,2.9976394176
74,metal_epic_symphonic,01b60ddd-f209-4d25-8734-5071e892afca,metal/symphonic,"Female vocalist, fantasy, Symphonic metal, playful Energetic, Epic, power metal, Metalcore, edm, speed metal, operatic, triumphant, melodic, intense, insane, comedy, progressive metal, uplifting, lush, synths, suncore, elegant, scarlet, indie, passionate, A song about Techroemancer and Shreeps and Kayso and Cheddar Bob and Indorlorin and Darthrawk and Mert and Nav and Dom and Dopamine and and OJ's Glove and John Cena and Peepaw and Ned and Ed and Cadet Eggington and Timmy and fighting with creatures in various landscapes",udio,Scarlet Moons,-5.4276833534,3.8932459354
30,hop_hip_rap,01b7a1eb-fc90-4f4c-be09-14fececd6726,hiphop,a rap song with catchy beat and male voice,udio,Eth staked (like Ruth's Chris),-3.7848911285,-4.3801202774
