url,title,prompt,tags,lyrics,status
https://suno.com/song/457b81e7-97b7-4ddc-825b-25bd33c5566a,Sunshine Dreams,,,,success
https://suno.com/song/457beb7b-1377-43b7-9af7-dfe5ee08a458,Echoes in My Mind,"Reggae, Rock, Roots Reggae and Dub, Ska and Jazz, use of electronic instruments, Bass Male Vocal, Spoken Word, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","Reggae, Rock, Roots Reggae and Dub, Ska and Jazz, use of electronic instruments, Bass Male Vocal, Spoken Word, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/457db885-2022-46a2-acd0-911ec76dafd3,The Fish Seller's Serenade,big band swinging jazzy,big band swinging jazzy,,success
https://suno.com/song/457e2318-1bff-4c41-8434-aa3449edabdc,Meow Meow World,playful pop,playful pop,,success
https://suno.com/song/457eb8a1-89bb-4d2e-9be8-e62807cf4d84,Крила,"male vocals, synthwave","male vocals, synthwave",,success
https://suno.com/song/457ec6cd-bd54-4ec3-8062-67f8123921c4,開場音樂,edm,edm,,success
https://suno.com/song/45803d13-a5e4-4d5c-ae90-7eb7aebe0375,Digital Morality,"atmospheric liquid drum and bass electronic, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","atmospheric liquid drum and bass electronic, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/4580632b-201f-4c32-900b-c535b6ec1ae0,Logros Alcanzados,rock and roll electrifying raw,rock and roll electrifying raw,,success
https://suno.com/song/0ec591a7-0bc9-438c-875f-3c832843254b,A,"glitch, idm phonk, dark trap, nu trap, grunge key of a sharp, egyptian trap","glitch, idm phonk, dark trap, nu trap, grunge key of a sharp, egyptian trap",,success
https://suno.com/song/0ec6bb97-45f0-4d49-9ab3-281c7a5add87,Empty Chair,heartfelt poignant acoustic,heartfelt poignant acoustic,,success
https://suno.com/song/0eca50f0-4759-446e-968d-104e258f872f,Tired,мелодичный акустический поп,мелодичный акустический поп,,success
https://suno.com/song/0ecb54c2-e479-444c-8231-422dd566df02,Midnight Confessions,"bouncy house, edm, future house, deep house, umdating house","bouncy house, edm, future house, deep house, umdating house",,success
https://suno.com/song/0ecb9d1f-aa4f-43a8-adfe-28ffc565a466,Poogun is my best friend,"Cute song, Dump, k-rap, pop cute, happy, dog song, drum and bass, bagpipe","Cute song, Dump, k-rap, pop cute, happy, dog song, drum and bass, bagpipe",,success
https://suno.com/song/0ecbd27f-2fa8-4c9f-93bb-8dd00ded40e2,Weapons Down No Criticism,K-Hiphop and rap,K-Hiphop and rap,,success
https://suno.com/song/0ecc4141-6abd-4af0-b66f-d2bb6f954f53,Niepokonani2,hardcore punk uplifting beat,hardcore punk uplifting beat,,success
https://suno.com/song/0ecc99f6-9aea-459a-8217-10ed9870ff55,Synthetic Rush,"electronic breakcore frenetic, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","electronic breakcore frenetic, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/0ecd5896-1018-4636-8ea8-045b95410898,Language of Love,"Love Song, Female Vocalist, Chill, Ukulele","Love Song, Female Vocalist, Chill, Ukulele",,success
https://suno.com/song/0ecf4da6-ff86-4cb4-840e-bd91f5ff4685,404,,,,success
https://suno.com/song/0ecfe39f-4107-4c69-8c97-f3273e1531b8,Reggae ármány,ritmusos reggae nyugodt,ritmusos reggae nyugodt,,success
https://suno.com/song/156f06dc-02ae-4c4c-bca5-10a6cc9c1dfd,Villain's Last Stand,bossa nova jungle jazz fusion,bossa nova jungle jazz fusion,,success
https://suno.com/song/156fde9f-1f7d-4040-9f3f-128234083a02,Kühle Schatten in Coburg,"joyful caribbean, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","joyful caribbean, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/1570c504-9996-4285-b610-60290f56c41d,Moonlit Dance,"Pop, Pop Rock, Funk, Electronica, Haunting, Female Vocals, Experimental, Hypnotic Bass, Rhythmic Drum, Intricate Guitar","Pop, Pop Rock, Funk, Electronica, Haunting, Female Vocals, Experimental, Hypnotic Bass, Rhythmic Drum, Intricate Guitar",,success
https://suno.com/song/1570e794-5263-430a-8c04-555600dc8b90,Душі слова,"Муки, жаль, dreamy 1930x, bass guitar, ballad, emotional, soft, slow","Муки, жаль, dreamy 1930x, bass guitar, ballad, emotional, soft, slow",,success
https://suno.com/song/15731977-a3a0-4c15-afa4-a4293a9994cd,Ayrılıq,"Sad, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","Sad, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/15731b3f-320e-4559-b447-92ec37e20181,Sanjay's Smile,"love acoustic melodic, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano","love acoustic melodic, hypnotic glitchwitchelectrohouse LightJourner glitchmallsoftpiano post-edmravewave phonktopia ibizaromancehouse, amazing powerful ultra high cries, Layers of swirling, clean guitars drenched in delay build an expansive, sweet electric guitar, accordion, Heavy metal, funk bass guitar, female kawaii ephemeral vocals, A high ENG and chaos, Female Vocals Psytrance goa progressive trance catchy dark influenced mysterious deep bass trancescendend spirals dynamic danceable groovy slapped bass 808 sounds, A smooth blend of emo pop vocal melodies, grunge lo-fi, bitter and raspy female vocals, Uplifting J-Trance anthem, :( Jonathan Kennedy ):, Indie Pop, Dream Pop, Indie Rock, goa, psytrance, futuristic, Glitch-infused jazz-electropop with dynamic contrast, Funky, Violin, Piano, Funky Jazzy Undertones, J-Rock, Epic, Cinematic Rock, Male deep broken vocals, Violin, Synth-Pop, Genre: Swing Jazz/Big Band BPM: 120 Mood: Light, The track opens with a punchy bass solo, ""Oathbound Steel"" is a cinematic melodic death metal anthem forged in 440Hz fury, The track fuses chill dubstep, Rock, Howlin' Loudspeaker voice, cinematic ballaes, acoustic, Virtuoso Musicians, Hausercore Cello Technique, female singer, piano, emotional, Genre: Upbeat swing jazz with soulful female vocals BPM: 140 Mood: Energetic, violin, ethereal atmosphere, [Female Duet, Alternating Vocals, melodic metalcore electronic pop, (no style), Traditional Japanese instruments like koto and taiko anchor the verse with pentatonic melodies, Glam Pop, Uk Garage, Psychedelic, 90's dance-pop, deep house, french house, Hip hop R&b, Nostalgic dark metal technical bass, C Major, G Major, stepwise melody, Atmospheric Grunge Rap, Instrumental, Industrial, deep male vocal, bass solo, electronic, rhythmic, Electropop, Carimbó, Progressive Dance, A glitchy, emotionally charged alt-pop track featuring a male lead vocal, Electro, dance, synthwave, Create a high-energy Eurodance and electropop track inspired by early 2010s Russian girl group ""Serebro-style"", [Genre:(Mandarin tongue twister rap × playful glitch beat, Emotional Depth, Piano",,success
https://suno.com/song/15736661-b651-4e57-ab31-b27fea9043cd,No Te Rindas,acústico pop rallentando,acústico pop rallentando,,success
https://suno.com/song/15743583-bdd5-437d-9a99-c7b3fbca5b32,Faded Echoes,melancholic orchestral heavy grunge,melancholic orchestral heavy grunge,,success
https://suno.com/song/1574fa6c-aac7-403a-8a7c-018a6a196a3e,Verse 1:,"rap, hip hop","rap, hip hop",,success
https://suno.com/song/63e6a58d-0ecc-49a9-a3cd-30af12a464ec,Romantic song,"Romantic, emotional","Romantic, emotional",,success
https://suno.com/song/63e76bba-a192-40a7-8514-edd412f7cf5f,Electric Nights,synth-driven dynamic electronic,synth-driven dynamic electronic,,success
https://suno.com/song/63e838ea-f443-46ae-92a0-9dbf33140b3f,그립읍니다 아이젠센세,emotional ballad,emotional ballad,,success
https://suno.com/song/63e93ae6-6784-4924-a97c-ba83cf144d44,SpongeBob Squarepants theme extended,,,,success
