user_number,problem_hash,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics,age,gender,years_music_making,years_formal_instruc,hours_per_week_music,ai_text_tools_usage,ai_music_tools_used,ai_music_tools_freq
9,d2bec18a-bac3-48cb-b,진보적인 색채를 가진 미국의 대형 주립대학 캠퍼스에서 이어폰을 끼고 완연한 봄이 찾아온 교정을 거니는 대학생이 듣는 듯한 음악.,,완연한 봄,,,이어폰을 끼고 교정을 거니는 대학생이 듣는 듯한 음악,,진보적인 색채를 가진 미국의 대형 주립대학 캠퍼스|대학생|봄이 찾아온 교정,18 - 24,남성,14,3,0,매일 또는 주에 여러번,아니오,
9,9a12553b-7ae1-4e35-9,"약간의 사이버펑크 분위기가 있지만 배경이 미래인 것은 아니다. 미래 지향적인 컨셉을 가진 도시나 건물에서 거대 미래 기업의 컨퍼런스가 이루어지고 있고, 부유한 주최자가 등장하며 백그라운드 음악으로 깔릴 것 같은 노래.",사이버펑크,,,미래 지향적인,백그라운드 음악|컨퍼런스,,도시|건물|거대 미래 기업|부유한 주최자,18 - 24,남성,14,3,0,매일 또는 주에 여러번,아니오,
9,876c1749-d348-48e6-a,독일 베를린 지역의 어느 지하 스테이지에서 이러한 장르의 음악을 좋아하는 2-30대들이 모여 어둠 속의 정신없는 조명 아래에서 손에는 맥주 한 캔을 들고 느리게 춤을 추며 듣는 듯한 노래,,어둠 속|정신없는,,,느리게 춤을 추며 듣는,,독일 베를린 지역|지하 스테이지|2-30대|맥주 한 캔,18 - 24,남성,14,3,0,매일 또는 주에 여러번,아니오,
9,6045b0b6-6270-465c-9,이집트의 피라미드가 멀리 보이는 작은 도시에서 모험을 떠나기 전 잠깐의 휴식을 취하는 듯한 느낌의 음악. 눈앞에 보이는 풍경은 고대이지만 음악의 시점은 현재로서 신구가 조화된 느낌을 선사.,,잠깐의 휴식을 취하는 듯한|신구가 조화된,,,,,이집트의 피라미드|작은 도시|모험을 떠나기 전|고대와 현재가 공존하는 풍경,18 - 24,남성,14,3,0,매일 또는 주에 여러번,아니오,
9,4e5af4be-1277-4097-9,히스패닉과 흑인 문화가 혼합된 미국 서부의 어느 지역에서 벌어지는 야외 파티에서 배경음악으로 들릴 만한 노래.,,,,,배경음악,,히스패닉과 흑인 문화가 혼합된 미국 서부의 어느 지역|야외 파티,18 - 24,남성,14,3,0,매일 또는 주에 여러번,아니오,
9,0244da5b-f3c0-49b4-b,영화 <노팅 힐>의 로맨틱한 감성과 2020년대 핫플레이스의 세련됨이 가미된 런던 중심부에서 모던한 복장의 젊은 여성이 길을 걸어가며 듣는 듯한 노래,,로맨틱한|세련된,,,영화적,,영화 노팅 힐|2020년대 핫플레이스|런던 중심부|모던한 복장의 젊은 여성|길을 걸어가며 듣는 듯한 노래,18 - 24,남성,14,3,0,매일 또는 주에 여러번,아니오,
9,0d11dd6d-73de-4101-a,작열하는 태양 아래 버려진 군용 활주로에 난입한 혈기왕성한 청년들이 중고 올드카를 타고 질주하며 배경음악으로 높은 데시벨로 틀어놓을 것 같은 노래,,혈기왕성한,,높은 데시벨,배경음악,,작열하는 태양 아래 버려진 군용 활주로|청년들|중고 올드카|질주,18 - 24,남성,14,3,0,매일 또는 주에 여러번,아니오,
10,fa94bad4-6431-40a7-9,"그래피티로 뒤덮인 시멘트 외장벽, 허리춤에 체크셔츠를 두르고, 후줄근한 배기바지를 입은 사람들이 춤 대결을 하고 있을 것 같다. 헤드폰을 착용했으며 머리 스타일은 레게 머리나 비니를 쓰고있을것 같다. 분위기는 전반적으로 텐션이 높지만 페스티벌 정도는 아니며 그냥 동네에 있는 공원이 떠오른다.",,텐션이 높은,,,,,그래피티로 뒤덮인 시멘트 외장벽|체크셔츠를 허리춤에 두른 사람들|후줄근한 배기바지를 입은 사람들|춤 대결|헤드폰|레게 머리|비니|동네 공원,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,f87d8dbf-83a9-4c58-a,"도입부는 올림픽 주제가 같다. 한국의 러브홀릭스<butterfly>가 떠오른다. 
하늘과 맞닿아 있는 대지에서 자유롭게 두팔 벌린채 노래를 부르는 밴드가 떠오른다.",,자유로운,밴드,,올림픽 주제가,도입부,한국의 러브홀릭스 butterfly가 떠오른다|하늘과 맞닿아 있는 대지에서 두팔 벌린채 노래를 부르는,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,e0cf5438-5034-4112-8,"8-90년대 분위기가 떠오른다. 남자 댄서가 비가 오는 추적추적한 거리에서 흰색 나시, 회색후드티를 입고 통 넓은 찢어진 청바지에 줄 이어폰까지 낀 채로 분위기를 잡으며 간드러지게 춤을 추는 장면이 생각난다.",,추적추적한|분위기를 잡는|간드러지게,,,,8090년대 분위기,남자 댄서|비가 오는 거리|흰색 나시|회색 후드티|통 넓은 찢어진 청바지|줄 이어폰|춤을 추는 장면,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,b0f6dcc3-7aeb-4d48-9,"비싼 차, 금 목걸이, 선글라스, 엉거주춤한 자세로 멋있는척 느낌을 풍기는 래퍼들. 주변에 현금 다발을 쌓아두고 뿌리는 시늉을 할 것 같다. 촬영 현장으로 세팅된 분위기.",랩,멋있는척,,,,,비싼 차|금 목걸이|선글라스|엉거주춤한 자세|래퍼들|현금 다발|촬영 현장,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,9e8106ce-2e4a-450c-8,미국 방송사 도입부 음악. 혹은 넓고 차가운 대형마트 씨엠쏭으로 사용될 것 같은 분위기로 시작 되다가 갑자기 니켈로디언의 애니메이션에서 주로 사용되는 등장인물 설명 음악으로 변주된다.,,넓고 차가운,,,미국 방송사 도입부 음악|대형마트 씨엠쏭|니켈로디언 애니메이션 등장인물 설명 음악,분위기로 시작 되다가 갑자기 변주된다,,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,86b81fdf-9b70-4200-a,뮤지컬 맘마미아가 떠오르는 분위기. 청량한 바닷가에서 드라이브 하는 기분. 혹은 응원가 같은 활기가 느껴진다.,뮤지컬,청량한|활기,,,응원가,,맘마미아|바닷가 드라이브,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,7e425ed4-399b-4c72-a,"미국 락밴드, 부모님의 젊었을때 유행했던 음악. 열성적인 무대와 관객의 환호가 떠오른다. 그러면서도 동시에 묘하게 울적하고 쳐지기도 한다.",락,열성적인|울적한|쳐지는,,,,,미국 락밴드|부모님의 젊었을때 유행했던 음악|무대와 관객의 환호,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,5583d3b7-8692-4c18-8,뮤지컬에서 주인공이 등장하는 씬이 떠오른다. 그 주인공은 되게 작고 몽실몽실한 강아지들 인것 같다. 어두운 뒷골목에서 조명이 주인공에게 비춰지고 위풍당당하게 나선다. 15초부터 반짝거리는 목재 무대와 붉은 커튼으로 장식된 분위기로 전환된다.,뮤지컬,위풍당당한|어두운,,반짝거리는,씬,15초부터 전환,주인공 등장|작고 몽실몽실한 강아지들|어두운 뒷골목|조명이 주인공에게 비춰짐|목재 무대|붉은 커튼,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,7279ca60-c53e-4913-a,"디즈니랜드나 유니버셜스튜디오 같은 놀이공원 라이드에서 틀을 법한 분위기이다. 누가 들어도 어른의 목소리와 배경음악이지만 sweet man muffin man, make children smile이라는 가사 때문에 테마파크가 떠오른다. 실제로는 안신나는데 신나는 척을 하는 분위기다.",,신나는 척을 하는|실제로는 안신나는,어른의 목소리,,배경음악|테마파크|놀이공원 라이드,,sweet man muffin man make children smile|children smile,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
10,22c95ed0-8f48-4e40-a,"미국 팝송. 어두운 금발 긴 생머리의 서양인 여자가 촬영 세트장의 중심, 핀 조명 아래에서 노래를 부르고 있을것 같다. 분위기는 좋지도 나쁘지도 않다. 본인에 심취해 있다.",팝,좋지도 나쁘지도 않은|본인에 심취한,,,,,미국|어두운 금발 긴 생머리의 서양인 여자|촬영 세트장의 중심|핀 조명 아래에서 노래를 부름,25 - 34,여성,2,0,0,매일 또는 주에 여러번,아니오,
11,c2eccd6c-3c7f-4e67-9,소울풀한 남성 보컬이 어쿠스틱 기타 한 대와 함께 블루스를 연주한다. 정통 블루스에서 잘 다루지 않는 주제: 일본의 도시 히로시마와 히로시마의 맛에 대한 이야기를 하는데 가사가 마치 망가진 듯하다.,블루스,,남성 보컬|어쿠스틱 기타,소울풀한,,,일본의 도시 히로시마|히로시마의 맛|망가진 듯한 가사,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,a73408ef-f0f9-4280-8,"허스키한 러시아어 여성 보컬. 어쿠스틱 기타 반주가 주가 되고, 근음 위주의 베이스 기타가 정박에 찍혀있다. 코러스 파트에서는 쉐이커가 등장하고, 여성 보컬도 더블링으로 포인트를 준다.",,,러시아어 여성 보컬|어쿠스틱 기타|베이스 기타|쉐이커|여성 보컬 더블링,허스키한,,반주가 주가 되는|근음 위주의|정박에 찍혀있는|코러스 파트,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,9a30a0c9-b192-4113-b,허스키한 남성 보컬의 블루스. 메인이 되는 어쿠스틱 기타 연주 주위로 단발적인 슬라이드 기타 소리들이 채워진 사운드.,블루스,,남성 보컬|어쿠스틱 기타|슬라이드 기타,허스키한|단발적인,,메인이 되는,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,97674f07-7bc3-404e-9,드라마틱한 남성 보컬의 팝 록. 뮤즈와 이매진 드래곤즈에 영향을 받은 것 같은 편성과 보컬 스타일. 남성 보컬은 아주 두텁게 멀티트래킹이 되어있다. 벌스와 프리코러스에서 점점 고조시키다가 코러스에서 일렉기타 wall of sound가 들어오면서 꽉찬 사운드가 된다.,팝 록,드라마틱한,남성 보컬|일렉기타,아주 두텁게 멀티트래킹된|wall of sound|꽉찬,,벌스|프리코러스|코러스|점점 고조시키다가,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,957d1ef7-7bd1-4d9a-a,90년대 말 또는 2000년대 초반 스타일의 알앤비. 여성 메인 보컬과 여성 백그라운드 보컬. 베이스 기타와 드럼 비트가 강조된 그루비한 사운드.,알앤비,,여성 메인 보컬|여성 백그라운드 보컬|베이스 기타|드럼 비트,그루비한,,90년대 말 또는 2000년대 초반 스타일,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,8399844f-3c3d-44c7-b,"전체적으로 (로우 패스 되어서) 고음역대가 깎인 음향의 펑크 록. 기타 한 대, 베이스 기타 한 대, 드럼셋의 아주 단순한 구성. 기타 앰프의 노이즈까지 제거하지 않고 그대로 녹음된 아주 날 것 그대로의 사운드를 추구하고 있다. 남성 보컬은 멜로디가 거의 없이 챈트를 하듯이 가사를 소리친다.",펑크 록,,기타|베이스 기타|드럼셋|남성 보컬,로우 패스 되어서 고음역대가 깎인|아주 날 것 그대로의|기타 앰프의 노이즈가 제거되지 않은,,아주 단순한 구성|멜로디가 거의 없이|챈트를 하듯이,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,4ad18a9e-43ea-4de2-b,달려가는 듯한 분위기. 근데 가사는 의미가 모호하다. 남성 보컬의 팝 펑크. 보컬 디스토션을 지속적으로 사용하는 거친 음색의 목소리. 보컬에는 화음이 있는 더블 트래킹이 종종 들어가있다. 팜 뮤트 파워 코드 위주의 직선적인 일렉기타 연주와 정박에 근음 위주의 단순한 베이스 기타 연주.,팝 펑크,달려가는 듯한 분위기,남성 보컬|일렉기타|베이스 기타,거친 음색|보컬 디스토션,,화음이 있는 더블 트래킹|팜 뮤트 파워 코드 위주의 직선적인 연주|정박에 근음 위주의 단순한 연주,의미가 모호한 가사,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,189707c6-89e6-4846-9,"전체적으로 더블 트래킹 된 남성 보컬. 편성은 미니멀 하지만, 서스테인이 길어서 느리게 깔아주는 신스 사운드 레이어들로 구성된 신비로운 분위기로, ""feel fresh""한 느낌을 전달하려 한다. 스타카토로 음을 짧게 연주하는 리프 위주의 베이스 기타 연주.",,신비로운|fresh,남성 보컬|신스|베이스 기타,,,더블 트래킹|미니멀|서스테인이 긴|느리게 깔아주는|스타카토|리프 위주의,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,1e28722f-2c5c-474e-a,"일렉기타가 메인인 재즈 퓨전. 받쳐주는 드럼, 베이스, 키보드가 탄산수에서 탄산이 터지듯이 작게 작게 터지는 스타카토 소리들이 산발적으로 퍼진 느낌. 일렉기타도 그에 맞게 어택이 강하고 짧은 피킹으로 반응한다.",재즈 퓨전,,일렉기타|드럼|베이스|키보드,탄산수에서 탄산이 터지듯이 작게 작게 터지는|산발적으로 퍼진 느낌|어택이 강한,,메인인|스타카토|짧은 피킹,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
11,1fc27a56-36f6-4a2b-9,으쨔쟈 으쨔쟈 으쨔쟈 으쨔쟈: 전형적인 슬라브계 리듬과 스타일의 신스팝. 직선적인 피치(pitch)의 로보틱한 스타일이 남성 보컬이 신스 사운드 위에 얹혀져있다.,신스팝,,남성 보컬,로보틱한|신스 사운드,,전형적인 슬라브계 리듬과 스타일|직선적인 피치,,25 - 34,남성,24,7,13,매일 또는 주에 여러번,아니오,
12,df0117f3-743c-460c-9,"밴드 사운드를 기반으로, 드럼과 기타가 중심이 되어 빠른 템포로 에너지를 전달하며 활기차고 리드미컬한 분위기가 돋보이는 곡",밴드,활기찬,드럼|기타,,,빠른 템포|에너지를 전달하는|리드미컬한,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,d2a0689f-4bd9-496a-b,중독성 있는 멜로디와 경쾌한 비트가 어우러진 EDM 팝 스타일의 곡,edm 팝,,,,,중독성 있는 멜로디|경쾌한 비트,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,c21d9593-e7e4-41fe-b,기타와 드럼을 중심으로 한 강렬한 사운드 위에 힘 있고 거친 보컬이 얹혀진 헤비 록 스타일의 곡,헤비 록,강렬한,기타|드럼|보컬,힘 있고|거친,,,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,c03a69e7-7bcb-4c85-b,"밴드 사운드, 아날로그 감성의 보컬, 악기 톤과 연주가 어우러지는 곡",,,보컬,밴드 사운드|아날로그 감성의|악기 톤,,연주가 어우러지는,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,7a6c8429-fbc7-4e0e-b,"기타와 드럼 사운드를 중심으로 전개되는 록 스타일의 곡으로, 강렬한 리듬과 에너지가 조화를 이루며 역동적이고 힘 있는 분위기를 자아내는 트랙",록,역동적이고 힘 있는 분위기,기타|드럼,,,강렬한 리듬,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,325c3403-d7f7-4fa0-8,"뮤지컬 스타일의 곡으로, 여러 명의 보컬이 조화를 이루며 다이내믹한 악기 구성과 풍부한 편곡이 특징인 트랙",뮤지컬,,여러 명의 보컬,풍부한,,조화를 이루며|다이내믹한 악기 구성|편곡,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,4ce5fcbf-3111-4a0d-b,"신비롭고 몽환적인 분위기를 중심으로, 반복적인 비트와 전자음이 층을 이루며 전개되는 EDM 스타일의 곡",edm,신비로운,전자음,몽환적인,,반복적인 비트|층을 이루며 전개되는,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,01d43ee2-c6ff-4b66-a,"보컬을 중심으로 기타와 드럼이 조화를 이루는 곡으로, 안정적인 리듬과 풍부한 멜로디가 함께 어우러져 듣기 편안한 곡",,듣기 편안한,보컬|기타|드럼,,,안정적인 리듬|풍부한 멜로디,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,0c1cecb1-1601-43cc-8,"록, 뮤지컬 스타일의 곡으로, 감정이 풍부하게 담긴 보컬과 다이내믹한 기타, 드럼 연주",록|뮤지컬,,보컬|기타|드럼,,,다이내믹한,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
12,27f40db1-6caa-4c04-a,"드럼 비트가 배경을 채우고, 단순한 리듬 위에 랩 보컬이 흘러가는 여유로운 분위기를 자아내는 곡",랩,여유로운,드럼 비트|보컬,,배경,단순한 리듬,,18 - 24,남성,10,10,0,매일 또는 주에 여러번,아니오,
13,d69d66d4-df72-4002-8,"뮤지컬의 하이라이트를 장식할 것 같은 웅장하고 감동적인 느낌의 노래. 오케스트라와 합창의 배경, 감미로운 테너가 인상적.",뮤지컬,감동적인,오케스트라|합창|테너,감미로운,하이라이트를 장식할 것 같은,웅장한,,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,af1cb15b-e547-4e02-8,초반에 높게 울리는 소리가 남. 반복되는 비트 위에 랩과 함께 코러스가 얹혀짐.,,,랩|코러스,높게 울리는,,초반|반복되는 비트,,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,9a4d75e7-de00-4931-9,지속적으로 반복되는 배경의 소리와 비트가 들림. 흑인 힙합 음악 느낌.,힙합,,,,배경,지속적으로 반복되는|비트,,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,88bf780d-da3b-440d-9,굵은 신디사이저 소리가 주를 이루고 여기에 가늘고 높은 신디 소리도 함께해 마치 SF 영화의 배경음악 같은 느낌이 듦.,,,신디사이저,굵은|가늘고 높은,sf 영화의 배경음악,,,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,7555871e-1973-49c5-b,밤에 혼자 운전하면서 집에 돌아가는 장면에 배경음악으로 쓰일 것 같은 음악. 로우파이이면서 감미롭고 센치한 느낌.,로우파이,감미로운|센치한,,,배경음악,,밤에 혼자 운전하면서 집에 돌아가는 장면,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,6184d460-21d8-4a0c-b,"하이틴 영화에서 친구들과 파티하는 장면이 나오면 나올 것 같은 노래. 특유의 여성 보컬과 여성 코러스, 신나고 밝은 분위기를 갖고 있음.",,신나는|밝은,여성 보컬|여성 코러스,특유의,하이틴 영화,,친구들과 파티하는 장면,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,43d604bc-f7ba-45f9-a,마치 텍사스 로드 하우스에 가면 들릴 것 같은 컨트리 음악. 컨트리 특유의 정겹고 흥겨운 배경과 해상도에서 세월이 느껴지는 남녀 보컬 및 코러스가 인상적.,컨트리,정겹고 흥겨운,남녀 보컬|코러스,해상도에서 세월이 느껴지는,배경,,텍사스 로드 하우스,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,43eef8c0-03fb-483c-8,평화로운 옛날 영화의 도입부를 열 것 같은 클래식한 느낌의 음악. 주로 현악기 소리가 들림.,클래식,평화로운,현악기,옛날 영화의 도입부를 열 것 같은,,,,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,1acbac5c-f315-45df-8,90년대 후반 / 00년대 초반이 떠오르는 R&B 풍의 노래. 굵으면서도 시원하게 고음이 올라가고 가성의 기교가 뛰어난 여성 보컬이 인상적.,r&b,,여성 보컬,굵은|시원하게 고음이 올라가는,,90년대 후반|00년대 초반|가성의 기교가 뛰어난,,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
13,1c339881-c51b-4318-a,일본 애니메이션에 OST로 등장할 것 같은 풍의 일본 음악. 초반의 빠른 비트와 반복되는 멜로디가 인상적. 여러 명의 보컬들이 함께 부름.,japanese music,,multiple vocals,,ost|anime,fast beat|repetitive melody,,25 - 34,남성,7,7,0,매일 또는 주에 여러번,아니오,
14,af092e6b-dce4-4354-8,영화 초반 재즈바에서 술마시는 주인공 뒤로 음악을 부르고 있는 여성,재즈,,여성 보컬,,영화 초반,,재즈바|술마시는 주인공 뒤로 음악을 부르고 있는 여성,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,a5ac307b-e75d-47b1-9,운동이나 레이싱과 같은 파워풀한 장면에 사용될것같은 흥미를 유발하고 비트감있는 음악,,흥미를 유발하는,,,운동|레이싱|파워풀한 장면,비트감있는,,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,96382602-5e97-430f-9,영화 '매트릭스'와 같이 영화나 드라마의 주인공이 대사가 없는 작업등을 할때 사용될것 같은 음악,,,,,영화나 드라마의 주인공이 대사가 없는 작업등을 할때 사용될것 같은 음악,,영화 매트릭스|주인공|대사가 없는 작업등,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,92374983-b2b0-41a7-b,재즈를 주제로한 미국 영화의 한장면으로 남자 주인공과 여자 주인공이 뮤지컬식의 장면을 보여줄것 같음,재즈|뮤지컬,,,,영화,,미국 영화의 한 장면|남자 주인공과 여자 주인공,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,85c89132-e0ce-42d5-9,. . . . . . . . . .,,,,,,,,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,81a13b0e-aa23-4618-9,'쥬토피아'처럼 아동용 혹은 10대 타겟층으로 한 영화나 드라마에서 어떤 사건을 해결하고 난 이후에 사용될것 같은 음악,,,,,아동용|10대 타겟층|영화|드라마,,쥬토피아처럼|어떤 사건을 해결하고 난 이후,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,814b22e6-1017-444c-b,주인공 혹은 등장인물이 즐겁게 쇼핑이나 여가활동을 즐길때 사용될 듯한 음악,,즐겁게,,,쇼핑|여가활동,,주인공 혹은 등장인물,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,4fdeb871-5590-435c-8,공포영화의 한장면으로 등장인물이 어떠한 상황속 긴장감 혹은 미스테리안 상황에 쓰일것 같은 음악,,긴장감|미스테리한,,,공포영화,,등장인물이 어떠한 상황에 놓인 장면,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,32eeb9c6-e9d0-4ff1-8,북유럽쪽 주제로한 영화에 악기를 연주하며 뛰어다니는 사람들에게 사용될것같은 경쾌하고 신나는 음악,,경쾌한|신나는,,,영화,,북유럽쪽 주제|악기를 연주하며 뛰어다니는 사람들,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
14,16aa7d0d-3f35-4612-a,10대 여자애가 자신만의 노래로 경연대회에 나와 싱어송라이터의 길을 걷게해주는 음악,싱어송라이터,,,,,,10대 여자애|경연대회|자신만의 노래|싱어송라이터의 길,25 - 34,남성,0,0,0,주 1회 또는 월 몇  회,네,한두 번 사용해 봤지만 정기적으로 사용하지 않음
15,c7af0ea9-f546-4f26-b,탬포는 빠르지 않지만 배이스가 잘 어울리게 연주 되어있는게 장점 같음 건반이 좀만 더 빠르게 시작했으면 더 좋았을거 같음. 가서는 솔직히 뭔지 모르갰음 약간 교회에서 찬양가 비숫한거 틀때 나올거 같은곡,찬양가,,베이스|건반,,교회,빠르지 않은 템포|건반이 더 빠르게 시작,,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,89fe259f-467e-4f79-9,신나는 느낌도 들지만 보컬이 어색하게 느껴지게 믹싱이 되어있음. 보컬 자체는 좀 애절하고 처절한 느낌이 들게 하지만 전체적안 음악의 분위기는 부드럽고 신남,,신나는|애절한|처절한,보컬,어색하게 느껴지게 믹싱된|부드러운,,,,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,8399844f-3c3d-44c7-b,음질이 다 뭉게져서 들림. 약간 영국 펑크 느낌이 드는 노래임. 하드한 분위기가 느껴져서 마음에 듬. 런던 뒷골목 오전 11시쯤에 소매치기들이 도둑질하고 구석애서 이 노래 듣고 돈 세고 있을듯,영국 펑크,하드한,,음질이 다 뭉게져서 들림,,,런던 뒷골목 오전 11시|소매치기들이 도둑질|구석에서 이 노래 듣고 돈 세고 있음,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,8395a570-7ed2-4c0c-a,엄청 레트로 느낌이 남. 거의 광고에 나올거 같은 분위기의 노래임. 듣자마자 강렬하게 사운드가 느껴짐. 아프로 머리하고 백정장 입은 80년대 스타 아저씨가 이거 틀고 춤추고 있을듯,,강렬한,,레트로,광고,,80년대 스타 아저씨|아프로 머리|백정장|춤추는 장면,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,814b22e6-1017-444c-b,신나는듯하지만 은근히 탬포가 느슨한 느낌이 듬. 약간 투어버스나 관광버스에서 틀어놓고 할머니 할아버지들 춤추시라고 세팅하기에 적합한 톤과 분위기를 가지고 있는거 같음,,신나는듯한,,적합한 톤과 분위기,투어버스|관광버스에서 틀어놓고|할머니 할아버지들 춤추시라고|세팅하기에 적합한,템포가 느슨한,,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,754e03f6-9cc8-4deb-b,잔잔한 배경음악에 부드럽고 선이 굵게 느껴지는 보컬이 잘 어울러지는 노래같음. 택사스 엘 파소 시골동네 쯤에서 소몰이 하고 있는 카우보이가 일 가라치고 씹는담배 하묜서 어디 기대가지고 이 노래 듣고 있을듯,country,잔잔한,보컬,부드럽고 선이 굵게 느껴지는,배경음악,,택사스 엘 파소 시골동네|소몰이 하는 카우보이|씹는담배를 하며 기대어 듣는 장면,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,304f77ae-6961-4c73-b,탬포가 빠르고 통통 튀기는 듯한 베이스가 있음. 무조건 클럽이나 춤 출때 나올거 같은노래. 분위기를 신나게 만들려고 할때 틀어줄거 같은 노래,,신나게,베이스,통통 튀기는 듯한,클럽|춤 출때|분위기를 신나게 만들려고 할때,탬포가 빠르고,,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,42f15631-a541-4b30-8,락노래로 보임. 가사는 뭐라는지 모르갰는데 신이 나고 아주 즐거워보임. 약간 스쿨오브락에서 잭 블랙이 차 몰면서 신나게 부르고 있을거 같은 신나는 락노래임,락,신이 나는|아주 즐거운,,,,,스쿨오브락에서 잭 블랙이 차 몰면서 신나게 부르는 장면,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,024669e0-0876-403e-8,끈적이는 분위기가 느껴짐 보컬아 하이톤이고 감정이입을 아주 잘하는 느낌이 들어서 곡에 집중하기가 쉬웠음. 이건 뜨거운 시간 보낼때나 감각적인 느낌줄 때 좋을거 같음,,끈적이는 분위기|감정이입을 아주 잘하는|감각적인,하이톤 보컬,,뜨거운 시간 보낼때,,,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
15,1e28722f-2c5c-474e-a,어쿠스틱한 느낌이 아주 좋고 재즈 분위기도 느껴짐. 부드럽게 들려서 듣기가 아주 좋음. 합정역쪽에 어린애들 노는 쪽 골목애 위치한 카페애서 이런 노래 틀어놓고 커피냄새가 확 날 거 같음,재즈,,,어쿠스틱한|부드러운,카페,,합정역쪽 어린애들 노는 골목의 카페|커피 냄새가 나는 공간,25 - 34,남성,0,0,0,매일 또는 주에 여러번,아니오,
