user_number,problem_hash,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics,age,gender,english_proficiency,english_native,native_language,years_music_making,years_formal_instruc,hours_per_week_music,ai_text_tools_usage,ai_music_tools_used,ai_music_tools_freq
6,f5e3d294-de4a-4be3-9,This music can be described as dramatic and very classic.,,dramatic,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,e0aea9d2-f3fe-4e97-a,This music can be described as rock and it has a very upbeat tune.,rock,upbeat,,,,tune,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,bc7c0d0b-71ae-4afe-8,This music can be described as slow but it has a jazz tune.,jazz,,,,,slow,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,b1c7f9c0-da77-440b-8,This music can be described as rock and it also a very upbeat tune.,rock,upbeat,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,9e8106ce-2e4a-450c-8,This music can be described as slow rock and a different tone.,rock,,,different tone,,slow,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,88bf780d-da3b-440d-9,This music can be described as dramatic and a bit sad.,,dramatic|sad,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,837f7d1b-23e2-4a0f-8,This music can be described as very sad and melancholic.,,sad|melancholic,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,56487772-7530-4ead-a,This music can be described as slow lyrics but it has a slow background as well.,,,,,,slow,slow lyrics,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,5de77170-9628-498c-8,This music can be described as calm and a sad tune.,,calm|sad,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,61375a85-29d0-4b45-9,This music can be described as sort of rock and upbeat.,rock,upbeat,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,304f77ae-6961-4c73-b,This music can be described as super rock and upbeat.,rock,upbeat,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,3a5cb7e8-d45f-481e-b,This music can be described as very upbeat but also has a sad tune.,,upbeat|sad,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,4cd02c55-36e8-46dd-9,This music can be described as rock and it has a very upbeat tune.,rock,upbeat,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,4ce5fcbf-3111-4a0d-b,This music can be described as super upbeat and it has a cloudy feel.,,super upbeat|cloudy feel,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,0e4f6e42-e8a1-4618-9,This music can be described as very dramatic and melancholic.,,dramatic|melancholic,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,189707c6-89e6-4846-9,This music can be described as slow and has a soft tune.,,,,soft,,slow,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,1e28722f-2c5c-474e-a,This music can be described as calm and a slow tune.,,calm,,,,slow tune,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,1fc27a56-36f6-4a2b-9,This music can be described as very upbeat and has a rock tune.,rock,very upbeat,,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,20965396-7e93-4354-8,This music can be described as upbeat but it has slow beats in the beginning.,,upbeat,,,,slow beats in the beginning,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
6,21ee8bb8-76c4-41d2-b,This music can be described as super upbeat and lots of different tunes.,,super upbeat,,,,lots of different tunes,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,marathi,13,13,0,Daily or multiple times per week,No,
7,246bf3fe-a489-4545-a,There is a woman singing. This is pop music. You can hear the drums. I think this is like Hispanic or something. The girl has the voice of an angel. I think there is some Spanish in the music.,pop|hispanic,voice of an angel,woman singing|drums,,,,some spanish in the music,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,f87d8dbf-83a9-4c58-a,"This is nostalgic. It sounds like a new Coldplay song. There is a man singing, and there are the guitar and drums in the background.",,nostalgic,man singing|guitar|drums,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,df0117f3-743c-460c-9,This is. rock song. There is a man singing in Spaniosh and there is drumns and the electric guitar in the background. So it must be like Spanish rock.,rock|spanish rock,,man singing|drums|electric guitar,,,,singing in spanish,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,d69d66d4-df72-4002-8,"This is an opera. There is a main man singing and another in the background, but quieter. There is dramatic music, such as violins, drums, trombones, and it gets really fast towards the end. It would be a good somng for a dramatic movie ending.",opera,dramatic,main man singing|another in the background|violins|drums|trombones,,dramatic movie ending,gets really fast towards the end,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,d2cf4cdf-f303-4ef9-9,"This is a rock song, there are drums and an electric guitar. A man is singing a song very loudly, like he is screaming and not singing. Lots of repeated guitar sounds at the end.",rock,,drums|electric guitar|man singing,loudly|screaming,,lots of repeated guitar sounds at the end,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,d2bec18a-bac3-48cb-b,"There is a woman singing an older type songs. Sounds like something Michael Jackson would sing. It is a man singing, actually, and you can hear the drums in the background.",,,woman singing|man singing|drums,,,,older type songs|sounds like something michael jackson would sing,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,cdb23f80-6a13-4777-8,This is more pop. There is a man singing. I think it is a more type of love song. It has a good beat to it that adds dramatic effect. I feel like it would be targeted towards teenagers.,pop,love song|dramatic,man singing,,targeted towards teenagers,good beat,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,af1cb15b-e547-4e02-8,"This is rap, like M&M type. There is a man rapping with some background music and singers. There is the drumns and guiat and some sort of keyboard. The backup singer sings a lot.",rap,,man rapping|background music|singers|drums|guitar|keyboard|backup singer,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,94894312-0261-4956-8,This is like Snoop Dog music. It is slow rap that has some beat to it. There is a man rapping to the beat to drumns. It sounds like rapping to produce music on a DJ board. There is an echo at the end.,rap,,man rapping|drums|dj board,echo,,slow,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,93a18e93-3e7e-4dfb-9,"This is a country song sung by a man. There is a guitar in the back. It has a good and steady beat to it. He says, ""first time"" a lot.",country,good,guitar|male vocalist,,,steady beat,he says first time a lot,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,75bc4c3d-4d24-4d21-a,"This is like an E&M song, like a music festival one. It appears to be some sort of remix. You can hear the keyboard in the background and the electric guitar. There is a man singing.",,,keyboard|electric guitar|male vocalist,,music festival,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,652ed6ff-5366-4dea-9,"There is a woman singing a very peaceful/graceful melody. She has a high-pitched voice, and it is matched with violins and some sort of percussion that makes it almost feel underwater.",,peaceful|graceful,woman singing|violins|percussion,high-pitched|almost feel underwater,,melody,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,6cff0016-0d2e-4199-9,This seems like an older song that my Grandpa would sing. This is a country song. You can hear the moroccos in the back and the guitar. Seems like a song from Mexico. There is an older man singing.,country,,moroccos|guitar,,,,older song|my grandpa would sing|older man singing|song from mexico,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,2f52deb7-1947-4e11-9,"Thsi si rock. There is an electric guitar and the drums. There is a man singing. As it continued, the drums and the guitar played faster. He has an echo of a scream after he says certain words.",rock,,electric guitar|drums|man singing,echo of a scream,,played faster,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,346756fd-269e-4421-8,This is a soft-rock type song. You can hear the guitar and drums. There is a man singing in an eerie tone with someone else singing repeated words in the background.,soft rock,eerie,guitar|drums|man singing|someone else singing,,,,repeated words in the background,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,0a1282d5-b306-49f4-b,Idk the type of genre. It's like smooth jazz. There is a keyboard in the background and a woman singing.,smooth jazz,,keyboard|woman singing,smooth,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,12c3b33c-37c3-42e9-b,"The beginning eerie, there is a woman rapping with not a lot of instruments in the background, giving it a spooky sound. Their rapping is fast. It sounds like it could be like a song that they start a concert with.",,eerie|spooky,woman rapping,,start a concert,fast rapping,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,1eccf497-ffe0-4f0d-a,"This is a rock song. You can hear the electric guitar. It is more soft-rock. It makes a lot of political references. The person on the guitar is playing veyr very, very well, and fast, there is a man singing.",rock|soft-rock,,electric guitar|man singing,,,fast guitar playing,political references,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,1fce4fac-fe02-42f3-9,"This is also Jazz, you can tell by the saxophone being placed with the combination of the drums and the keyboard. No one is singing in this. The beat repeated. There is an instrue,nt introduced at the end that is being played fast, but not loud.",jazz,,saxophone|drums|keyboard,,,beat repeated|played fast|not loud,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
7,20752527-76a9-4e5a-b,"This has a calm, like medieval sound to it. No singing. I hear the flute, maybe the poicaalo, the drums, and maybe the tanderlines, and the violin. It is playing a steady rhythm and beat.",,calm|medieval,flute|poicaalo|drums|tanderlines|violin,,,steady rhythm|steady beat,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,4,3,0,Daily or multiple times per week,No,
8,8b21762a-c0c3-449e-8,"Southern belle song. Country sounding. Male voice, backing male vocals.",country,,male voice|backing male vocals,,,,southern belle song,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,e89bac5b-3b92-4554-b,"Solo Male voice, band music. Generic band rock sound with drums guitar bass",rock,,solo male voice|drums|guitar|bass,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,df09d518-7cb4-43d2-b,Rap song with heavy bass and beat line that decrescendos underneath male voice.,rap,,male voice,heavy bass,,beat line that decrescendos,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,cc598c82-8126-4cdf-9,"Fast beat instrumental with synth, interesting bass line and percussion. No vocals.",,,synth|bass|percussion,,,fast beat|instrumental|interesting bass line,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,c2eccd6c-3c7f-4e67-9,"Country sounding song, slower tempo. Driving guitar parts. Male southern vocal",country,,guitar|male southern vocal,,,slower tempo|driving guitar parts,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,c243ba53-0eea-4dfd-b,"Strong male vocals, metal like sounding instrumental with heavy drums, guitar and bass.",metal,,male vocals|drums|guitar|bass,metal like sounding|heavy,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,be9d0001-9386-4d1a-b,Strings Instrumental starting with a full orchestra then fading into violins back into the main orchestra underneath a soft female voice.,,,strings instrumental|full orchestra|violins|female voice,soft,,starting with a full orchestra|fading into violins|back into the main orchestra,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,b81b00c3-f3c4-4ba7-8,"Country song featuring a male voice with guitar, drums, bass. Southern accent country feeling song.",country,southern accent country feeling,male voice|guitar|drums|bass,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,a73408ef-f0f9-4280-8,Simple instrumental featuring the acoustic guitar and maracas underneath a female voice.,,,acoustic guitar|maracas|female voice,,,simple|instrumental,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,9a2bd396-3954-4d40-b,Foreign male voice on top of a orchestral instrumental with a maracas percussion driving the beat.,,,male voice|orchestral instrumental|maracas percussion,,,driving the beat,foreign,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,89fe259f-467e-4f79-9,"Drums, Guitar, exasperated male vocal. Slow song, consistent drums line.",,exasperated,drums|guitar|male vocal,,,slow|consistent drums line,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,876c1749-d348-48e6-a,Rock feeling song. Strong male vocals. Thematic song that could be a introduction to a show.,rock,,male vocals,,introduction to a show,,thematic song,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,85c89132-e0ce-42d5-9,"Upbeat, lively instrumentals with driving drums, and a guitar part that leads into a male foreign voice.",,upbeat|lively,drums|guitar|male voice,,,driving,foreign voice,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,8235499a-b4cf-4189-9,Male foreign beat that  fades out and comes back in. Feeling techno and cinematic. Strong and bold beat that drops out and comes back in.,techno,cinematic|strong|bold,,,,fades out and comes back in|beat that drops out and comes back in,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,788859af-9004-4587-b,"Upbeat slow, older style sound with piano violin and a driving bassline.",older style,upbeat|slow,piano|violin|bassline,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,6184d460-21d8-4a0c-b,"Upbeat, early 2000s pop feeling song. Features a female voice, bass, kick drums, and voice layering.",pop,upbeat,female voice|bass|kick drums,voice layering,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,31e86412-c270-4bcb-8,"Upbeat rock feeling instrumental with guitars on high drive, prevalent drums. Male vocal.",rock,upbeat,guitars|drums|male vocal,high drive,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,42ef4a9a-164f-480e-9,"Slow, dark, and grungy song featuring a male voice, drums, guitar and bass.",grungy,dark,male voice|drums|guitar|bass,,,slow,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,42f15631-a541-4b30-8,"Rock type song with a foreign male voice. Heavy percussion, guitar and bass. Strong vocals.",rock,,percussion|guitar|bass|vocals,heavy|strong,,,foreign male voice,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
8,0244da5b-f3c0-49b4-b,RNB feeling song. Slow soulful female vocals. Groovy instrumental with a RNB beat and bass line.,rnb,,female vocals|bass line,soulful|groovy,,slow|rnb beat,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,17,10,0,Daily or multiple times per week,No,
9,fa94bad4-6431-40a7-9,"This music is in a different language than English, sounds like Spanish. The song is upbeat and features some slight hip hop style in the lyrics.",hip hop,upbeat,,,,,different language than english|sounds like spanish|hip hop style in the lyrics,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,f8439571-23e6-4c8a-9,"90s style hip hop song, slightly more upbeat and major focus on the lyrics and word play.",90s style hip hop,slightly more upbeat,,,,,major focus on the lyrics and word play,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,f190fc46-b387-4437-a,"The music features choir like vocals, and calmer lyrics, it is a kind of R&B style of song with slower lyrics yet has hints of hip hop.",r&b|hip hop,calmer,choir like vocals,,,slower lyrics,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,e0d3ac24-3ea6-4a85-a,"This is slow music with simple instruments in ht ebackground, emphasis is on the singer and their vocal strengths as well as the lyrics.",,,simple instruments|singer,,,slow,emphasis on the singer and their vocal strengths|emphasis on the lyrics,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,db477bec-7b99-4ca2-8,This music is very slow and features only one guitar as the instrument.,,,guitar,,,very slow,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,c03a69e7-7bcb-4c85-b,"This music is calmer and has more of a country style. It is a slower style, with lyrics, yet not too much word play.",country,calmer,,,,slower style,lyrics|not too much word play,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,be7b3ab7-8a50-4437-8,The music has a more modern and mellow beat. There are a combination of instruments and the lyrics fit the tune in the background almost exactly.,,mellow,,,background,modern beat,lyrics fit the tune almost exactly,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,b63b2d28-ca13-4ae8-b,This music is instrumental and slow. It has very minimal vocals and focuses more on the instruments.,,,,,,slow,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,a0ca57ef-9516-411f-a,"There is an electronic produced sound, similar to what one would find in modern hip hop music, yet there are little to no vocals or lyrics, sounds more like an outro.",electronic|modern hip hop,,,,outro,,little to no vocals or lyrics,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,9c7e479a-5c4d-46d9-8,"This is a calm song with a simple piano and voice combination, the focus is heavily on the vocals of the singer, not much production.",,calm,piano|voice,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,9a4d75e7-de00-4931-9,"90s style hip hop song, with a slow beat and major emphasis on the word play like classic hip hop.",90s style hip hop|classic hip hop,,,,,slow beat,major emphasis on the word play,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,924be17b-f5f1-4628-9,"The music starts off with a guitar sounding instrument, with lyrics that match. It is similar to a classic rock and roll song, not a modern one.",classic rock and roll,,guitar sounding instrument,,,,lyrics that match,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,77056edb-735f-4b6c-a,"This sounds like the start of a classic rock and roll song, there is a guitar and drum in the background, and it is building up to the song.",classic rock and roll,,guitar|drum,,,building up to the song,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,523ab434-2e54-4441-9,"Slightly more modern hip hop song with heavy beat production and bass, however, the word play is much weaker compared to beat.",hip hop,,bass,,,heavy beat production,word play is much weaker compared to beat,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,54f0f9eb-f14f-4d8d-b,This is a quieter style of song with a focus on the singers abilities with minimal insturmental focus.,,quieter,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,6067225b-504a-46e1-8,"Very up beat pop song, similar to a early 2010s classic pop song, major emphasis on technical production and loud vocals and intense beats.",pop,up beat,,loud,,intense beats,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,3a357ba5-4c78-432d-8,"Song in a different language, sounds like an east asian language. It is a calmer and more vocally focused song, with minimal production in the background.",,calmer,,,,,song in a different language|sounds like an east asian language,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,3c41851f-03a5-464c-9,"The music combines a calmer beat with minimal lyrics, and has a more instrumental focus.",,calmer,,,,calmer beat|minimal lyrics|more instrumental focus,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,0c1cecb1-1601-43cc-8,"The music is upbeat and has a pop style of music, yet not modern pop. There is a slight hint of a rock and roll style as well.",pop|rock and roll,upbeat,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
9,122a5bd5-7657-4161-a,"This song is a more alternative style, with minimal lyrics and word play, the focus is more on the singular trumpet style instrument in the background.",alternative,,trumpet style instrument,,,,minimal lyrics|word play,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,0,0,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,84deb4de-d0fb-4e1d-a,"A soft, smooth jazz instrumental that evokes feelings of romance and makes you want to dance. It could be used in casio or movies or elevators.",jazz,romance|makes you want to dance,,soft|smooth,casio|movies|elevators,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,e374a9d0-706d-4bf3-a,Rock song sounds very strong by a man screaming. Strong instrumentals,rock,,,strong,,,man screaming,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,b7aa837e-a53b-4f8a-9,Funky music with fun beats. Sounds something like you can dance to. Some vocals. Dreamy-like.,funky,fun,vocals,dreamy,dance,beats,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,b0f6dcc3-7aeb-4d48-9,Rap song sung by a man. Good beat and sounds good,rap,,man,,,good beat,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,97674f07-7bc3-404e-9,"A rock song with drums and guitar, sung by a guy with very strong vocals.",rock,,drums|guitar|vocals,strong,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,96382602-5e97-430f-9,Epic instrumental that evokes strong emotions. Feels like a movie soundtrack.,,strong emotions|epic,,,movie soundtrack,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,9481c38d-df7b-42cc-b,epic song with drums and evoking emotions. Sounds like a soundtrack,,evoking emotions|epic,drums,,soundtrack,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,91f9b933-c02b-47df-9,Song sung by a woman. Sounds sad and nice. Sounds good,,sad|nice,woman vocalist,sounds good,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,82297794-bd7d-4718-9,An epic music that sounds like a movie soundtrack. It evokes emotional and strong feelings.,,emotional|strong feelings,,,movie soundtrack,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,77c467d4-d021-4b6e-b,Country song sung by man. Makes you feel sad and nostalgic,country,sad|nostalgic,man,,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,566f7399-846c-4579-a,Jazzy song sung by a man. Very romantic sounding and pleasant,jazzy,romantic|pleasant,male vocalist,,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,5de9f530-88d9-44a5-9,City pop like music that makes you want to dance. Sung by a female with sweet vocals.,city pop,makes you want to dance,female vocals,sweet,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,6dfa3eea-e6cf-46fb-a,Rock song sung by a guy. Sounds sad and romantic,rock,sad|romantic,guy,,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,6fdab3ec-7a58-4272-8,Almost sad dreamy like song sung by a guy who sounds like he is dying.,,almost sad|dreamy,guy,sounds like he is dying,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,325c3403-d7f7-4fa0-8,Epic song sung by a couple of people. It feels hopeful.,,hopeful,a couple of people,,,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,33858c28-6c40-43d6-9,"Movie soundtrack that evokes emotional feelings and feels very good to hear,",,emotional|feels very good to hear,,,movie soundtrack,,,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
10,34c793a1-0af4-469e-9,French song sung my a woman. Sounds sad and emotional.,,sad|emotional,female vocalist,,,,french song,18 - 24,Woman / Female,Moderately Proficient,No,Bengali,0,0,,Daily or multiple times per week,Yes,I tried them once or twice but do not use them regularly.
