user_number,problem_hash,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics,age,gender,english_proficiency,english_native,native_language,years_music_making,years_formal_instruc,hours_per_week_music,ai_text_tools_usage,ai_music_tools_used,ai_music_tools_freq
11,a5ac307b-e75d-47b1-9,"Hyperpop music with a british rapper. This sounds like it could be a soundcloud debut song, the music is very robotic-like.",hyperpop,,british rapper,robotic-like,,,soundcloud debut song,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,a0c69d90-4070-4bb7-b,"The music sounds like it would be in the background of an 80s video game, but the singer is very 2020s, and reminds me of Charli XCX.",,,singer,,background|80s video game,,2020s|charli xcx,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,9a12553b-7ae1-4e35-9,The lyrics sound like they apply to a teenage boy who loves video games. The music sounds like something that would be played in the background of an infomercial.,,,,,background|infomercial,,teenage boy|loves video games,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,858415cc-1335-476e-a,"Male, bass singer who starts to sing late into the clip. The music is very upbeat, jazzy, and funky",jazzy|funky,upbeat,male singer|bass singer,,,starts to sing late into the clip,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,81a13b0e-aa23-4618-9,"Very upbeat music, it sounds like Ariana Grande, or something that could have been written/sung by her. It sounds like a song that would have been popular in 2016, very inspiring lyrics.",,very upbeat|inspiring,,,,,sounds like ariana grande|popular in 2016|inspiring lyrics,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,8138a78a-f4ba-4f69-b,"Classical music that is very centered around piano and violins, but there is also guitar instrumentals as well. Could be music that is being performed by an orchestra.",classical,,piano|violins|guitar|orchestra,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,517bf045-71e3-4661-b,"Very mysterious, uses a lot of analogies and metaphors in the song. Male rapper, talks a lot about animals/rodents in the song. The music sounds very eerie",,mysterious,male rapper,eerie,,,analogies and metaphors|animals|rodents,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,5583d3b7-8692-4c18-8,"The music is describing an animal trio, and the song definitely sounds like it is in a musical or a kids TV show. The music is suspenseful, dramatic, and has piano instrumentals.",musical,suspenseful|dramatic,piano,,kids tv show,,animal trio,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,56ea63b7-77b6-401b-a,A british rapper who is rapping over very dramatic music. The music sounds like it would be used in a very dramatic roast rap battle on YouTube.,rap,dramatic,rapper,,youtube|rap battle,,british|roast,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,583280dc-ce99-4a35-a,"The audio has a lot of saxophone trills. The music is calming, and sounds like it could be from the 80s or 90s.",,calming,saxophone,,,trills,80s or 90s,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,5d465d7f-d93d-47f3-9,"Light, airy piano music. It reminds me of a musical piece that a student learning the piano would preform. There is also some stone/carriage sounding noise in the middle.",,,piano,light|airy|stone/carriage sounding,,,student learning the piano,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,754ad4a8-b85d-430a-8,"Relaxing male singer. The audio uses a lot of repetitive sounds/words, which is helpful for distinguishing it from other sounds.",,relaxing,male singer,,,repetitive sounds|repetitive words,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,0825d51f-0845-4009-a,"Calming female singer, and I think the song could be classified as a ballad. The music is very calming, and made up of soft instrumentals.",ballad,calming,female singer,soft,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,168acd2c-563d-4357-b,"Very laid-back, reminds me of music that would be played in a jazz lounge. The music consists of a synthesizer and a tuba, for the most part.",jazz,very laid-back,synthesizer|tuba,,jazz lounge,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,16aa7d0d-3f35-4612-a,"A country song that sounds like it was written by Taylor Swift very early in her career. The singer is definitely young, and it has a very pleasant upbeat vibe to it.",country,pleasant,young singer,,,upbeat,written by taylor swift very early in her career,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
11,27f40db1-6caa-4c04-a,"Hip-hop, male singer, the music consists of electric guitar and drums. The rythym is steady and and very consistent.",hip-hop,,male singer|electric guitar|drums,,,steady|very consistent,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),No,Urdu,3,0,0,I have heard of them but do not use them regularly,No,
12,ec9f0bca-7956-4fa4-8,Upbeat music being sung by a female in a foreign language with a happy vibe,,upbeat|happy vibe,female vocalist,,,,foreign language,,,,,,,,,,,
12,e89bff81-fa30-4d94-8,Jazz music with a good beat and slow older melodic singing,jazz,,,older,,good beat|slow|melodic singing,,,,,,,,,,,,
12,e66caf62-70ce-418a-8,Jazz rap beat with a rapping lyrical aspect with a good steady beat,jazz rap,,,,,steady beat,rapping lyrical aspect,,,,,,,,,,,
12,a6971245-b52e-472d-a,Upbeat but steady music snippet with deep vocals and simple lyrics,,upbeat,deep vocals,,,steady,simple lyrics,,,,,,,,,,,
12,8760d63e-0eab-4d6e-9,upbeat sunny music with a steady beat and country-esque lyrics and singing,country-esque,upbeat|sunny,singing,,,steady beat,lyrics,,,,,,,,,,,
12,8395a570-7ed2-4c0c-a,Dance club music with a futuristic vibe and a male singing lyrics,dance club,,male singing,futuristic,,,lyrics,,,,,,,,,,,
12,813d9197-3774-4fbd-9,constant beat music with foreign language lyrics and a steady singing,,,,,,constant beat|steady singing,foreign language lyrics,,,,,,,,,,,
12,7a83cea8-c6f4-4944-8,Upbeat music that is probably Pop with a fast beat and female singing,pop,upbeat,female singing,,,fast beat,,,,,,,,,,,,
12,7a6c8429-fbc7-4e0e-b,This is a fast and upbeat snippet with agressive singing and lyrics,,upbeat|aggressive,singing,,,fast,lyrics,,,,,,,,,,,
12,6045b0b6-6270-465c-9,nice musical snippet with a jazz instruments and a relaxing tone,jazz,relaxing,,,,,,,,,,,,,,,,
12,2eb94ad9-fe4a-4c6e-9,Slow steady beat music with a relaxing vibe and spoken poetry esque lyrics,,relaxing,,,,slow|steady beat,spoken poetry esque lyrics,,,,,,,,,,,
12,45b5e210-3659-4726-9,punk rop music with loud drums and agressive singing and childish lyrics,punk rop,agressive,drums|singing,loud,,,childish lyrics,,,,,,,,,,,
12,4ad18a9e-43ea-4de2-b,fast and upbeat music with a man singing and dancing vibes,,upbeat,man singing,,dancing vibes,fast,,,,,,,,,,,,
12,01d43ee2-c6ff-4b66-a,simple and slower melodical song with a good beat and a woman singing,,,woman singing,,,simple|slower|melodical|good beat,,,,,,,,,,,,
12,024669e0-0876-403e-8,slow and melodic song with good vocals and a romantic vibe,,romantic,vocals,,,slow|melodic,,,,,,,,,,,,
12,1fcc61c5-7033-469e-9,Interesting beats but steady music with little to no lyrics,,,,interesting,,steady|little to no lyrics|beats,,,,,,,,,,,,
13,fb21d861-9397-4126-8,piano or keyboard with some hard guitar strums mixed with drums,,,piano|keyboard|guitar|drums,hard,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,c21d9593-e7e4-41fe-b,"Hard Metal, something you would see in a basement of something that's scary",hard metal,scary,,,,,basement,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,bc812733-b45b-4d2b-9,"I'm not a fan, not my taste, i like the guitar in the back, but not a fan of the mixing",,,guitar,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,a0ca57ef-9516-411f-a,"not a bad melody, was waiting for a beat or someting to drop but it never came",,,,,,melody|beat|drop,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,9a496feb-6a67-4f22-a,"I can't understand the lyrics, if I did i'd probably enjoy it more but still a good song I like the flow and guitar",,,guitar,,,flow,can't understand the lyrics,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,91f9b933-c02b-47df-9,"slower country/pop song, could be put in a early 2000s disney movie",country/pop,,,,early 2000s disney movie,slower,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,8399844f-3c3d-44c7-b,"Guitar and drums with screaming for singing, not very good, muffled sound but could just be the audio",,,guitar|drums|screaming,muffled,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,814b22e6-1017-444c-b,"Dancing music, something you would here at a bar that plays older songs to get the groove going",,groovy,,,dancing music|bar,older songs,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,517bf045-71e3-4661-b,"Melodic Rap with eery background music, some almost like string music at te end",rap,eery,string music,background music,,melodic,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,53d73137-83c6-4e4f-a,"Like a sad rock song, almost like a 3 doors down kind of vibe",rock,sad,,,,,3 doors down kind of vibe,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,5de77170-9628-498c-8,this song sounds like it'd be in a disney princess movie,,,,,disney princess movie,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,6cff0016-0d2e-4199-9,"strong guitar presence, something you might here on like a sad country/rock playlist",country|rock,sad,guitar,,playlist,strong presence,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,31e86412-c270-4bcb-8,"Good guitar, if i knew the lyrics i'd probably like it a lot more",,,guitar,good,,,lyrics,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,346756fd-269e-4421-8,"I like the intro, but not a fan of the sort of alternative nature of the words itself is not something im a fan of",alternative,,,,,intro,words,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,43eef8c0-03fb-483c-8,"slow, music you would dance to at a ball, very elegant",,elegant,,,dance,slow,ball,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,4e5af4be-1277-4097-9,"Although I don't know what the lyrics mean, I already like this than all the other foreign songs, spanish dance song",dance,,,,,,foreign songs|spanish lyrics,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,0825d51f-0845-4009-a,"Slower, girly love kind of song, this makes me yearn",,girly|love|yearn,,,,slower,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,0c1cecb1-1601-43cc-8,"almost like a top gun sounding song, definitely more upbeat and sounds like it's from an action movie",,upbeat,,top gun sounding,action movie,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,20752527-76a9-4e5a-b,"I like the flute, this seems like the type of music you hear in like a loading screen of a video game",,,flute,,loading screen of a video game,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
13,27f40db1-6caa-4c04-a,"More upbeat, good solid tempo and lyrics make this hip hop music easy to dance to",hip hop,upbeat,,,easy to dance to,good solid tempo,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,0,0,0,Daily or multiple times per week,No,
14,fa94bad4-6431-40a7-9,A upbeat hispanic/latino song with female vocalist interchanging verses throughout the snippet,hispanic|latino,upbeat,female vocalist,,,interchanging verses,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,e89bff81-fa30-4d94-8,A 1940s-1950s vibe of a song with traditional instruments in the back which would be played over the radio or in a resturuant,,,traditional instruments,1940s-1950s vibe,played over the radio|restaurant,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,e66caf62-70ce-418a-8,A rap/hip-hop beat that has lyrics with a rhythmic flow giving off an early 2000s chill rap,rap|hip-hop|chill rap,chill,,,,beat|rhythmic flow|early 2000s,lyrics,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,b7aa837e-a53b-4f8a-9,An upbeat song giving off a dance music vibe that would be perfect for parties with minimal lyrics,dance,upbeat,,,parties,minimal lyrics,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,b1c7f9c0-da77-440b-8,A acoustic guitar with maybe a triangle in the back that gives off the vibe of a theme song for a show or a commerical,,,acoustic guitar|triangle,,theme song|show|commercial,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,af092e6b-dce4-4354-8,A rhyming sing-along vocals and would be found in a Disney movie or a broadway play,broadway,,vocals,,disney movie,rhyming|sing-along,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,9a4d75e7-de00-4931-9,A california hip-hop beat that has characterisitcs of 1990s hip hop and rap artists like Tupac with rhytmic sythensizers that work as a piano in background,california hip-hop|1990s hip hop|rap,,synthesizers|piano,,background,beat|rhythmic,tupac,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,97e26fe2-d45a-46b2-8,"A low fi beat with low bass with a female vocalist with a soothing voice, that would likely be played during a poetry event",low fi,,female vocalist,low bass|soothing,poetry event,beat,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,96382602-5e97-430f-9,A smooth cyberpunk esque beat that gives off the vibe of a Tron game or a racing game,cyberpunk,,,smooth,racing game,beat,tron game,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,8760d63e-0eab-4d6e-9,"A country vocals and sound with acoustic guitar in the background giving off a positive feel good vibe, perfect for montages",country,positive|feel good,vocals|acoustic guitar,,background|perfect for montages,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,858415cc-1335-476e-a,Snare drum and trumpets with a singer giving off a soul vibe and this music may be found in New Orleans,soul,,snare drum|trumpets|singer,,,,new orleans,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,837f7d1b-23e2-4a0f-8,"An opera song with a male, with a deep voice, vocalizing with a violin and piano lightly playing in the background",opera,,male vocalist|violin|piano,deep voice,background,lightly playing,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,54f0f9eb-f14f-4d8d-b,A soothing calming song using a piano referencing a lullaby with a female singer in the background,,soothing|calming,piano|female singer,,lullaby,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,754e03f6-9cc8-4deb-b,Multiple vocalists with a main singer with a guitar playing in the background with a tambourine being hit in the background,,,multiple vocalists|main singer|guitar|tambourine,,background,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,325c3403-d7f7-4fa0-8,"A pop/rock song by a band with multiple vocalist synchronizing and has synthesizers, drums, and a electric guitar solo at the end",pop|rock,,band|multiple vocalists|synthesizers|drums|electric guitar,,,synchronizing|solo at the end,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,3a5cb7e8-d45f-481e-b,An upbeat sound with with sythensizers and drums with a girl singing in a lo-fi tone,lo-fi,upbeat,synthesizers|drums|girl singing,lo-fi tone,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,42f15631-a541-4b30-8,A metal punk rock song with drums and electric guitar with a singer giving a upbeat rhythm,metal|punk rock,,drums|electric guitar|singer,,,upbeat rhythm,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,4ce5fcbf-3111-4a0d-b,A groovy techno beat that is likely to be found during an 8-bit video game level,techno,,,8-bit,video game level,groovy beat,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,1fce4fac-fe02-42f3-9,A soft jazz music with the primary instrument being a trumpet and the background filled with drums and a piano and would be played at a jazz club/resturaunt,jazz,,trumpet|drums|piano,soft,jazz club|restaurant,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
14,25e7176b-dcd9-4b4b-8,A nice rhythmic beat with female vocals that has strong comparisons to 1990s and early 2000s R&B music,r&b,nice,female vocals,,,rhythmic beat|1990s|early 2000s,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,3,0,0,Monthly or less,No,
15,fb21d861-9397-4126-8,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,e7de29c9-e9dd-4a06-a,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,df09d518-7cb4-43d2-b,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,bed541d5-46b8-4faa-b,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,be7b3ab7-8a50-4437-8,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,9a30a0c9-b192-4113-b,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,9481c38d-df7b-42cc-b,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,93a18e93-3e7e-4dfb-9,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,924be17b-f5f1-4628-9,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,92374983-b2b0-41a7-b,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,7a6c8429-fbc7-4e0e-b,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,583280dc-ce99-4a35-a,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,6067225b-504a-46e1-8,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,652ed6ff-5366-4dea-9,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,754c7a3c-64af-4a19-8,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,3a357ba5-4c78-432d-8,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,42ef4a9a-164f-480e-9,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,122a5bd5-7657-4161-a,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,16aa7d0d-3f35-4612-a,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
15,22c95ed0-8f48-4e40-a,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",,,,,,,,18 - 24,Man / Male,Extremely Proficient (Native or Bilingual),Yes,,2,3,0,Weekly or few times per month,No,
16,8b332c1e-f10e-4afc-a,Peppy start with lots of instruments. Soft male vocals almsot like K-pop.,k-pop,peppy,male vocals,soft,,start with lots of instruments,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,ee0aa1b5-2bb6-4770-a,"Medium paced song with male vocals, drums and guitar in the background, has a steady and catchy rhythym",,,male vocals|drums|guitar,,background,medium paced|steady|catchy rhythm,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,ee070cac-0af1-4d86-9,"Peppy pop song with female vocals. Upbeat, with drums and guitar in the background.",pop,peppy|upbeat,female vocals|drums|guitar,,background,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,e89bac5b-3b92-4554-b,"Dark sounding guitar and drums, male vocals with a deep voice. Steady pace, not too fast or slow.",,dark,guitar|drums|male vocals,deep voice,,steady pace|not too fast or slow,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,d69d66d4-df72-4002-8,"High pitched orchestra like singing, mostly male vocals that stand out.",,,male vocals,high pitched|orchestra like|stand out,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,bec6e67b-3c7f-4554-9,"Fast paced upbeat song, fast male vocals/lowk rapping. Drums in the background, song vibe is more on the happier side.",,upbeat|happier,male vocals|drums,,,fast paced|fast|rapping|background,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,88bf780d-da3b-440d-9,"Soft/slow start, sounds eerie almost, lots of instruments, potentially a guitar/violin. Scary sounding and creepy.",,eerie|scary|creepy,guitar|violin,soft,,slow start,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,8235499a-b4cf-4189-9,"Rhythymic rapping? male vocals, with an upbeat background, steady and nice",rapping,upbeat,male vocals,nice,,rhythymic|steady,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,4fdeb871-5590-435c-8,"Starts with a bell-like, creepy vibe that continues, potentially faint piano in the background.",,creepy,piano,bell-like|faint,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,56487772-7530-4ead-a,"High pitched female vocals, slow-ish and steady pace, very mellow with drums. Her voice reaches high pitch.",,mellow,female vocals|drums,high pitched,,slow-ish|steady pace,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,65239b62-1cec-4b3a-9,"Mid-paced rapping, minimal background instrumental, but there is a steady rhythym.",,,,minimal,,mid-paced|rapping|steady rhythm,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,6dfa3eea-e6cf-46fb-a,"Heavy metal-y song with drums and deep male vocals. It's steady and slightly darker toned, lots of instruments.",heavy metal,darker,drums|deep male vocals,,,steady,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,72dda986-55c6-450e-8,"Soft and mellow pacing, piano and other instruments (guitar), no vocals. Sounds soft and almost melancholic.",,melancholic,piano|guitar|no vocals,soft|mellow,,pacing,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,32eeb9c6-e9d0-4ff1-8,"Country-y feel to the song, with peppy singing in a predominantly male voice.",country,peppy,male voice,,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,45b5e210-3659-4726-9,"High pitched male singings, borderline screaming, also feels heavy metal-y, guitar and drums in the background.",heavy metal,,male vocals|guitar|drums,high-pitched|borderline screaming,,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,4ae99a8d-f134-4966-a,"Guitar and drums in the background, with male vocals that are high.",,,guitar|drums|male vocals,high,background,,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
16,4e733c89-a6a1-4094-8,"Soft vocals, feel almost cloudy, very very soft singing and background music that builds up more.",,,vocals,soft|cloudy,background music,builds up more,,18 - 24,Woman / Female,Extremely Proficient (Native or Bilingual),Yes,,1,1,0,Daily or multiple times per week,No,
