song_id,respondent,prompt,description,similarity
bc7c0d0b-71ae-4afe-8,26,"Create music with k pop i dol newjeans style, and a meowing back groubd sound for a cute touch.","Female voice that repeats itself every two lines, sounds to be from an Asian country which has a very upbeat tone to it",0.2226
bc7c0d0b-71ae-4afe-8,32,"Create music with k pop i dol newjeans style, and a meowing back groubd sound for a cute touch.",cool drums behind a techno vibe and little to no other sounds,0.3418
bc7c0d0b-71ae-4afe-8,44,"Create music with k pop i dol newjeans style, and a meowing back groubd sound for a cute touch.","This uses a synthesized woman voice and a techno like beat. This type of music, as well as the lyrics, remind me of k-pop and showcase a more experimental feel to it. ",0.3533
b81b00c3-f3c4-4ba7-8,7,"Male vocalist, Northern american music, Country, Regional music, Contemporary country, Contemporary country, Country pop, Melodic, Introspective, Love, Longing, Passionate, Bittersweet","Country song featuring a male voice with guitar, drums, bass. Southern accent country feeling song.",0.569
b81b00c3-f3c4-4ba7-8,21,"Male vocalist, Northern american music, Country, Regional music, Contemporary country, Contemporary country, Country pop, Melodic, Introspective, Love, Longing, Passionate, Bittersweet","A relaxing, late-afternoon country song. Music that you hear both in farms and fraternity houses.",0.5633
b81b00c3-f3c4-4ba7-8,31,"Male vocalist, Northern american music, Country, Regional music, Contemporary country, Contemporary country, Country pop, Melodic, Introspective, Love, Longing, Passionate, Bittersweet","Mid-tempo country song featuring an acoustic guitar strumming, a steady drum beat, and a clear melodic vocal style with a rustic feel.",0.486
b81b00c3-f3c4-4ba7-8,41,"Male vocalist, Northern american music, Country, Regional music, Contemporary country, Contemporary country, Country pop, Melodic, Introspective, Love, Longing, Passionate, Bittersweet","Stereotypical country music. Guitar, male country singer, ""small town"", talks about love",0.6036
b81b00c3-f3c4-4ba7-8,43,"Male vocalist, Northern american music, Country, Regional music, Contemporary country, Contemporary country, Country pop, Melodic, Introspective, Love, Longing, Passionate, Bittersweet","Interesting country kind of song, some interesting things done with the vocals sounds raspy feels very generic lyrics wise though",0.513
b7aa837e-a53b-4f8a-9,9,"Electronic, Funky House, Electro, Electro house, Deep house, Funk, Vocalist",Funky music with fun beats. Sounds something like you can dance to. Some vocals. Dreamy-like.,0.5071
b7aa837e-a53b-4f8a-9,13,"Electronic, Funky House, Electro, Electro house, Deep house, Funk, Vocalist",An upbeat song giving off a dance music vibe that would be perfect for parties with minimal lyrics,0.2419
b7aa837e-a53b-4f8a-9,23,"Electronic, Funky House, Electro, Electro house, Deep house, Funk, Vocalist","Upbeat, happy song I would listen to while going for a walk, minimal lyrics.",0.1137
b7aa837e-a53b-4f8a-9,36,"Electronic, Funky House, Electro, Electro house, Deep house, Funk, Vocalist",RnB style music with a beachy vibe with a person doing adlibs with autotune throughout,0.3068
b63b2d28-ca13-4ae8-b,8,"A song about the foggy autumn morning in the forest with the smell of wet woods and soil,electronic,",This music is instrumental and slow. It has very minimal vocals and focuses more on the instruments.,0.4841
b63b2d28-ca13-4ae8-b,18,"A song about the foggy autumn morning in the forest with the smell of wet woods and soil,electronic,","Calm, more relaxining electronic-ish music with some female vocals in the background.",0.4481
b63b2d28-ca13-4ae8-b,24,"A song about the foggy autumn morning in the forest with the smell of wet woods and soil,electronic,","Peaceful, electronic wavy melodies that ebb and flow, reminiscent of music played at an aquarium. ",0.4685
b63b2d28-ca13-4ae8-b,33,"A song about the foggy autumn morning in the forest with the smell of wet woods and soil,electronic,",Beautiful landscape feeling melody that uses the organs and synths.,0.618
b1c7f9c0-da77-440b-8,5,A Beatles style song about two little kittens named rookie and Coco,This music can be described as rock and it also a very upbeat tune.,0.2824
b1c7f9c0-da77-440b-8,13,A Beatles style song about two little kittens named rookie and Coco,A acoustic guitar with maybe a triangle in the back that gives off the vibe of a theme song for a show or a commerical,0.2889
b1c7f9c0-da77-440b-8,26,A Beatles style song about two little kittens named rookie and Coco,"Ambiguous voice that is somewhat catchy, seems to be on a background song for a show ",0.2363
b1c7f9c0-da77-440b-8,40,A Beatles style song about two little kittens named rookie and Coco,This song is giving old with many pauses in the lyrics for innunciation. ,0.278
b1c7f9c0-da77-440b-8,44,A Beatles style song about two little kittens named rookie and Coco,"This follows a country style, using a banjo like guitar and a southern accent playing. This is the type of music where you could hear play in a country tavern back in the day. ",0.2905
b0f6dcc3-7aeb-4d48-9,9,"a song about working in a print shop in houston texas , houston sticker is the name , hip hop,",Rap song sung by a man. Good beat and sounds good,0.4898
b0f6dcc3-7aeb-4d48-9,20,"a song about working in a print shop in houston texas , houston sticker is the name , hip hop,","Rap music, deep male voice with hint of aggression in his tone, there is background music with voices, and bursts of voices throughout. ",0.4069
b0f6dcc3-7aeb-4d48-9,31,"a song about working in a print shop in houston texas , houston sticker is the name , hip hop,","A mid-tempo hip-hop track featuring a heavy 808 bassline, rhythmic vocal delivery, and sharp snare hits that create a confident, urban atmosphere",0.4589
b0f6dcc3-7aeb-4d48-9,41,"a song about working in a print shop in houston texas , houston sticker is the name , hip hop,","rap by deep voiced man, listen when you are being confident and got paid",0.339
b0f6dcc3-7aeb-4d48-9,44,"a song about working in a print shop in houston texas , houston sticker is the name , hip hop,",This music is has synth beats and is typically associated with more mainstream rap. This type of beat is something that typically sound cloud rappers use when first starting a career. The monotone voice used to rap also follows a similar structure.                                                                                                                                                                                                                                                    ,0.3289
af1cb15b-e547-4e02-8,6,"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,","This is rap, like M&M type. There is a man rapping with some background music and singers. There is the drumns and guiat and some sort of keyboard. The backup singer sings a lot. ",0.2717
af1cb15b-e547-4e02-8,19,"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,",i like this because its like rap music and I like rap music ,0.3969
af1cb15b-e547-4e02-8,31,"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,","A steady hip-hop track featuring a rhythmic spoken-word vocal delivery, a minimalist bass loop, and a focus on storytelling",0.5313
af1cb15b-e547-4e02-8,38,"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,",90s LA rap feel. Kinda funky and the second voice adds a nice touch.,0.4142
af1cb15b-e547-4e02-8,45,"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,","Old slow rap, male singing the rap and then a higher pitched singer as well. Strong beat. ",0.2792
af092e6b-dce4-4354-8,10,"A song about hope for Nigeria's future, sang by a female artist","This sounds like a theater song, as it sounds like it is sung in a rather untraditional manner. Sung by a male, the music sounds like this would be a song towards the exposition. He is singing about burdens, and context.",0.3266
af092e6b-dce4-4354-8,13,"A song about hope for Nigeria's future, sang by a female artist",A rhyming sing-along vocals and would be found in a Disney movie or a broadway play,0.2492
af092e6b-dce4-4354-8,29,"A song about hope for Nigeria's future, sang by a female artist",Sounds like a disney song with a women singing and harmonizing. ,0.4313
af092e6b-dce4-4354-8,40,"A song about hope for Nigeria's future, sang by a female artist",This sounds like an older lady singing this outdoors when the weather is nice outside.,0.4222
af092e6b-dce4-4354-8,48,"A song about hope for Nigeria's future, sang by a female artist","This sounds like a gingle on tv or a song on a tv show, souless music",0.3731
ae86cd19-fca5-4ad7-b,4,"punk, bouncy funk pop hit italian folk bombastic feels good",This music can be described as upbeat and it has a fast feeling. ,0.5069
ae86cd19-fca5-4ad7-b,20,"punk, bouncy funk pop hit italian folk bombastic feels good","Rock music, male yelling, same lyrics over and over, perhaps only one male voice",0.3768
ae86cd19-fca5-4ad7-b,24,"punk, bouncy funk pop hit italian folk bombastic feels good","Alternative rock, loud yelling male voices with horns, gives the vibe of a garage band. ",0.4695
ae86cd19-fca5-4ad7-b,35,"punk, bouncy funk pop hit italian folk bombastic feels good","Driving indie rock groove with jangly guitars, tight drum patterns, melodic bassline, and earnest vocals building into a bright, anthemic chorus.",0.5974
ae86cd19-fca5-4ad7-b,48,"punk, bouncy funk pop hit italian folk bombastic feels good","Rock build up, 90s male singer trumpets come in and end the clip",0.3205
ae81034e-2b91-4d08-8,2,"screaming powerful dramatic female vocalist, Symphonic, epic, warlike and martial, rhythmic and percussive, grandiose,",It sounds like music produced by an orchestra and is very dramatic. It's sung like opera I think?,0.4078
ae81034e-2b91-4d08-8,16,"screaming powerful dramatic female vocalist, Symphonic, epic, warlike and martial, rhythmic and percussive, grandiose,","track opens with very dramatic, airy/breathy vocals, sounds very cinematic and inspired by opera, also has layered harmonies throughout and a low drum in the back (and maybe strings)",0.4532
ae81034e-2b91-4d08-8,26,"screaming powerful dramatic female vocalist, Symphonic, epic, warlike and martial, rhythmic and percussive, grandiose,",Feels like a movie scene with an intense battle going on with the female voice influencing and rising and falling as the scene progressed,0.4393
ae81034e-2b91-4d08-8,36,"screaming powerful dramatic female vocalist, Symphonic, epic, warlike and martial, rhythmic and percussive, grandiose,",Grand final boss music with a female artist with an opera music with an organ like instrument playing in the background. Attack on Titan vibes,0.469
ae81034e-2b91-4d08-8,42,"screaming powerful dramatic female vocalist, Symphonic, epic, warlike and martial, rhythmic and percussive, grandiose,","sounds like a symphony in the back, could be the climax of a superhero fight scene, female opera/brodway singers",0.5029
a817156f-977c-4a72-8,1,"Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),",Slow progressive instrumental track that you would see behind an anticipatory moment in a movie. A character has to make a serious decision then the beat drops when they get their consequences,0.5721
a817156f-977c-4a72-8,4,"Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),",This music can be described as slow and very melancholic.,0.5953
a817156f-977c-4a72-8,21,"Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),","Linkin Park. Song starts with synths and slow drums, eventually hit with the beat drop of a metal guitar riff. Similiar to 90s-00s MTV songs. ",0.5005
a817156f-977c-4a72-8,28,"Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),","Possibly 80s style pop or rock beat, then intensifies into more similar to metal. No vocals at all.",0.5933
a817156f-977c-4a72-8,36,"Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),",This is a post-apocalyptic type song with a buildup ton explosive vibe,0.5637
a817156f-977c-4a72-8,44,"Sad and slow grunge instrumental, 80bpm, 2000s production, (rick rubin), (modern sound),","This uses an electric keyboard, guitar, and drums, and create a gradual percussion at the end where the music changes from being eery and mystical to that of passion and rock. ",0.5066
a73408ef-f0f9-4280-8,7,"russian, bard song, folk song, acoustic guitar, female singer, emotional, 100 bpm",Simple instrumental featuring the acoustic guitar and maracas underneath a female voice. ,0.4752
a73408ef-f0f9-4280-8,22,"russian, bard song, folk song, acoustic guitar, female singer, emotional, 100 bpm","Country guitar, Russian vocals, melody like a sine curve in terms of pitch, very cyclical.",0.7447
a73408ef-f0f9-4280-8,23,"russian, bard song, folk song, acoustic guitar, female singer, emotional, 100 bpm","Guitar-heavy upbeat rhythm intro, with foreign lyrics sung by a female.",0.5114
a73408ef-f0f9-4280-8,33,"russian, bard song, folk song, acoustic guitar, female singer, emotional, 100 bpm",Soft rock with a international singer focusing her energy on beautiful vocals and a soft guitar.,0.5739
a73408ef-f0f9-4280-8,47,"russian, bard song, folk song, acoustic guitar, female singer, emotional, 100 bpm","Big orchestral swell with pounding timpani and brass fanfares, heroic movie climax energy.",0.3367
a6971245-b52e-472d-a,11,"American gothic doom metal, type o negative, rich bass voice",Upbeat but steady music snippet with deep vocals and simple lyrics,0.3856
a6971245-b52e-472d-a,20,"American gothic doom metal, type o negative, rich bass voice","Rock music with a group of male singers, hard rock on the drums and electric guitar, could be played at a loud concert",0.4386
a6971245-b52e-472d-a,26,"American gothic doom metal, type o negative, rich bass voice","Heavy metal style song with deep male voice, gives the feeling of an old school gym with weightlifting",0.5404
a6971245-b52e-472d-a,36,"American gothic doom metal, type o negative, rich bass voice","This is change arc moving when a character in a movie is going to undergo significant change, rock style beat with a male lead with a deepish voice",0.3609
a6971245-b52e-472d-a,47,"American gothic doom metal, type o negative, rich bass voice","Minimal repeating piano riff with ticking percussion beneath, melancholy and sparse overall.",0.4367
a5ac307b-e75d-47b1-9,0,"Grime, fast-paced, energetic, urban, aggressive, gritty, raw, intense, rhythmic, dynamic","this is rave music, theres such a disticint visual of someone shaking their head back and forth and sticking their tounge out in the process",0.3645
a5ac307b-e75d-47b1-9,10,"Grime, fast-paced, energetic, urban, aggressive, gritty, raw, intense, rhythmic, dynamic","Hyperpop music with a british rapper. This sounds like it could be a soundcloud debut song, the music is very robotic-like.",0.2704
a5ac307b-e75d-47b1-9,20,"Grime, fast-paced, energetic, urban, aggressive, gritty, raw, intense, rhythmic, dynamic","Upbeat electric autotune, highly based on instrumentals, male rapper with very catchy beat",0.3758
a5ac307b-e75d-47b1-9,27,"Grime, fast-paced, energetic, urban, aggressive, gritty, raw, intense, rhythmic, dynamic",This is totally K-pop. It’s got that intense beat... wait I thought it sounded like K-pop until the male rapper starts rapping. I’d love to play this in the car when I go out with friends at night.,0.3289
a5ac307b-e75d-47b1-9,41,"Grime, fast-paced, energetic, urban, aggressive, gritty, raw, intense, rhythmic, dynamic","Electronic rave music then fast paced rap that doesn't flow that well, music for when you're not sober ",0.5943
a0ca57ef-9516-411f-a,8,"a song about the serenity of early morning fishing, techno, ambient,","There is an electronic produced sound, similar to what one would find in modern hip hop music, yet there are little to no vocals or lyrics, sounds more like an outro.",0.3495
a0ca57ef-9516-411f-a,12,"a song about the serenity of early morning fishing, techno, ambient,","not a bad melody, was waiting for a beat or someting to drop but it never came",0.392
a0ca57ef-9516-411f-a,25,"a song about the serenity of early morning fishing, techno, ambient,",very surreal and intersellatic kind of music gives me goosebumps ,0.3727
a0ca57ef-9516-411f-a,41,"a song about the serenity of early morning fishing, techno, ambient,","reverberating and echoing, electronic sounds like a fantasy game opening sound track, feels otherworldly but peaceful",0.473
a0ca57ef-9516-411f-a,46,"a song about the serenity of early morning fishing, techno, ambient,","Celestial, piano, vibration, music that would be played when u are meditating. ",0.4127
a0c69d90-4070-4bb7-b,10,"electronic, club, synth-pop, house, dance, electro, female vocalist, melodic edm","The music sounds like it would be in the background of an 80s video game, but the singer is very 2020s, and reminds me of Charli XCX.",0.2959
a0c69d90-4070-4bb7-b,20,"electronic, club, synth-pop, house, dance, electro, female vocalist, melodic edm","Fun beats, low raspy female voice, pop-rap, fast paced background music",0.6845
a0c69d90-4070-4bb7-b,29,"electronic, club, synth-pop, house, dance, electro, female vocalist, melodic edm",Sounds like house music with a women singing with a robot auto tune on. ,0.3998
a0c69d90-4070-4bb7-b,36,"electronic, club, synth-pop, house, dance, electro, female vocalist, melodic edm",Happy upbeat club music sang by a lead female artist singing to the electronic beat,0.5149
a0c69d90-4070-4bb7-b,45,"electronic, club, synth-pop, house, dance, electro, female vocalist, melodic edm","Girl singing, kind of like rap, Music kind of picks up. Not my favorite.",0.4123
9e8106ce-2e4a-450c-8,5,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,This music can be described as slow rock and a different tone.,0.4504
9e8106ce-2e4a-450c-8,17,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,"A genre of music characterized by independent production and a distinctive, often alternative sound, featuring melodic instrumentation, personal lyrics, and a creative, non-mainstream style.",0.2328
9e8106ce-2e4a-450c-8,23,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,"Without listening to the lyrics, I would have thought this song was older, but the lyrics are modern references... odd combo.",0.3251
9e8106ce-2e4a-450c-8,35,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,"Fast-paced rock track with distorted electric guitars, driving snare hits, gritty male vocals, and a high-energy chorus featuring layered backing shouts.",0.5148
9e8106ce-2e4a-450c-8,43,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,"Chill rock song with bunch of instruments in the background, gives a band kind of vibe, very uplifting",0.4856
9c7e479a-5c4d-46d9-8,8,A song about a secret I must keep style Norah jones,"This is a calm song with a simple piano and voice combination, the focus is heavily on the vocals of the singer, not much production.",0.319
9c7e479a-5c4d-46d9-8,21,A song about a secret I must keep style Norah jones,"A soft, slow jazz song, usually what you hear at fancy restaurants. Sung by a woman with a soft voice, backed by a pianist.",0.3097
9c7e479a-5c4d-46d9-8,31,A song about a secret I must keep style Norah jones,"A minimalist ballad featuring a soft, expressive female vocal performance accompanied only by gentle piano chords with a emotional atmosphere",0.4257
9c7e479a-5c4d-46d9-8,41,A song about a secret I must keep style Norah jones,A light/airy woman sings to slow piano in the 50s,0.3196
9c7e479a-5c4d-46d9-8,46,A song about a secret I must keep style Norah jones,"Piano, jazzy, a sultry female singer. Giving upscale bar music. ",0.3034
9a4d75e7-de00-4931-9,0,A 90s hip hop rap about how fried chicken is the best food on the planet,"walking down the street on a sunny day near the public sports facilities like basketball, children nearby are sipping lemondade and are eating popsicles",0.1724
9a4d75e7-de00-4931-9,8,A 90s hip hop rap about how fried chicken is the best food on the planet,"90s style hip hop song, with a slow beat and major emphasis on the word play like classic hip hop.",0.5117
9a4d75e7-de00-4931-9,13,A 90s hip hop rap about how fried chicken is the best food on the planet,A california hip-hop beat that has characterisitcs of 1990s hip hop and rap artists like Tupac with rhytmic sythensizers that work as a piano in background,0.4703
9a4d75e7-de00-4931-9,24,A 90s hip hop rap about how fried chicken is the best food on the planet,"Hip-hop beat with rhyming male vocals, very rhytmic background that loops",0.4443
9a4d75e7-de00-4931-9,35,A 90s hip hop rap about how fried chicken is the best food on the planet,"Sparse ambient drone with evolving textures, distant choral echoes, minimal percussion, and gradual tonal shifts creating a meditative, otherworldly soundscape.",0.2057
9a4d75e7-de00-4931-9,49,A 90s hip hop rap about how fried chicken is the best food on the planet,hood vibe with a man rapping and referring to places. Maybe speaking from life experiences? Suitable for a wide variety of tasks but not for multitasking,0.5033
9a496feb-6a67-4f22-a,1,"pop rock, electronic, rock, male rock lead, synth-pop, male vocalist, catchy chorus",Very generic grunge rock from the late 80s early 90s. This is something my mom would listen to with her windows down and banging her head,0.3517
9a496feb-6a67-4f22-a,4,"pop rock, electronic, rock, male rock lead, synth-pop, male vocalist, catchy chorus",This music can be described as having a deep and heavy feeling. ,0.2847
9a496feb-6a67-4f22-a,12,"pop rock, electronic, rock, male rock lead, synth-pop, male vocalist, catchy chorus","I can't understand the lyrics, if I did i'd probably enjoy it more but still a good song I like the flow and guitar",0.1864
9a496feb-6a67-4f22-a,28,"pop rock, electronic, rock, male rock lead, synth-pop, male vocalist, catchy chorus",Metal or hard rock. Signing/shouting in possibly german or european language by male. Medium pacing.,0.4625
9a496feb-6a67-4f22-a,39,"pop rock, electronic, rock, male rock lead, synth-pop, male vocalist, catchy chorus","Loud, electric music. It seems to be combination of heavy metal and hispanic song that would be the background music for someone's journey",0.2942
9a496feb-6a67-4f22-a,43,"pop rock, electronic, rock, male rock lead, synth-pop, male vocalist, catchy chorus",Loud energetic song could be used as a walkout song in some sort of MMA fight or something?,0.2305
9a30a0c9-b192-4113-b,3,"A singer songwriter war protest song, seventies style, about a manicure set","country, slow paced, guitar involved, rustic in a sense .",0.3324
9a30a0c9-b192-4113-b,14,"A singer songwriter war protest song, seventies style, about a manicure set","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.1684
9a30a0c9-b192-4113-b,26,"A singer songwriter war protest song, seventies style, about a manicure set","Old school feel, can imagine driving down a dirt road in old truck and old voice been on the radio for years",0.2963
9a30a0c9-b192-4113-b,40,"A singer songwriter war protest song, seventies style, about a manicure set",This sounds like a patriotic older song that a man would sing.,0.4758
9a30a0c9-b192-4113-b,44,"A singer songwriter war protest song, seventies style, about a manicure set","This follows a country vibe, using guitar and a deep southern voice. The lyrics follow a sentimental feeling, where it sounds like the artist is singing from their heart. ",0.3693
9a2bd396-3954-4d40-b,7,"guitar jazz, old french singer with south accent, sad ballade",Foreign male voice on top of a orchestral instrumental with a maracas percussion driving the beat.,0.3779
9a2bd396-3954-4d40-b,20,"guitar jazz, old french singer with south accent, sad ballade","French or Italian male singing, the same words are over and over with a similar tone",0.5094
9a2bd396-3954-4d40-b,23,"guitar jazz, old french singer with south accent, sad ballade","This sounds like something that would play in an expensive French restaurant that has dim lighting, where you are unable to see the menu ",0.4271
9a2bd396-3954-4d40-b,37,"guitar jazz, old french singer with south accent, sad ballade",This sounds like christmas music that would play during a romcom when they meet in Paris.,0.3669
9a2bd396-3954-4d40-b,46,"guitar jazz, old french singer with south accent, sad ballade","French?, orchestra background, more focused on the lyrics, fewer background instruments. ",0.4744
9a12553b-7ae1-4e35-9,1,Carrie is off school sick with a bad cough but can play PlayStation,"This has the vibes of 80s pop, but this song isn't something someone would unironically write. It has the tune of something that would play in a comedic video game commercial",0.0555
9a12553b-7ae1-4e35-9,10,Carrie is off school sick with a bad cough but can play PlayStation,The lyrics sound like they apply to a teenage boy who loves video games. The music sounds like something that would be played in the background of an infomercial.,0.1192
9a12553b-7ae1-4e35-9,21,Carrie is off school sick with a bad cough but can play PlayStation,"An 80s synth-pop classic: characterized by fast-drums and synths to back the melody, the singer talks about playing video-games.",0.2144
9a12553b-7ae1-4e35-9,28,Carrie is off school sick with a bad cough but can play PlayStation,"Alternative rock with english male singer, synth included, medium pacing.",0.0449
9a12553b-7ae1-4e35-9,37,Carrie is off school sick with a bad cough but can play PlayStation,"This sounds like something from Project Hail Mary, when him and Rocky are working together to save the world",-0.0051
97e26fe2-d45a-46b2-8,2,"an electronic rock, downtempo, art rock dark song about ending of humanity",There is a woman singing in a whisper like voice and there is background beats and some added sound effects.,0.2969
97e26fe2-d45a-46b2-8,13,"an electronic rock, downtempo, art rock dark song about ending of humanity","A low fi beat with low bass with a female vocalist with a soothing voice, that would likely be played during a poetry event",0.3942
97e26fe2-d45a-46b2-8,26,"an electronic rock, downtempo, art rock dark song about ending of humanity","Soft female voice whispering, would be very much used at a soft bar or played at some sort of festival",0.2281
97e26fe2-d45a-46b2-8,35,"an electronic rock, downtempo, art rock dark song about ending of humanity","Bright acoustic guitar arpeggios over a gentle, steady beat, soft male vocals with slight rasp, building into a warm, melodic chorus with subtle harmonies.",0.4119
97e26fe2-d45a-46b2-8,45,"an electronic rock, downtempo, art rock dark song about ending of humanity",Whispery kind of intro. Girl singing very quietly. Seems like background music in a random spa. ,0.2757
97674f07-7bc3-404e-9,9,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english","A rock song with drums and guitar, sung by a guy with very strong vocals.",0.4752
97674f07-7bc3-404e-9,16,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english","track opens with very dramatic, harsh/strong drumming and angry + powerful lyrics.  track builds with drum roll that carries into a yelling chorus with strong rock guitar",0.5421
97674f07-7bc3-404e-9,26,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english","Sounds like a song that you would hear at a public gym, very child friendly lyrics",0.3526
97674f07-7bc3-404e-9,37,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english",This sounds like it could be the power rangers theme song. ,0.3606
97674f07-7bc3-404e-9,47,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english","Soft acoustic fingerpicking with this quiet hum underneath, calm and sleepy. Reminded me of background music behind a narrator.",0.362
96382602-5e97-430f-9,9,"Progressive House inspired by Sasha from the 1990s, deep dark melodic ethereal space trance with a heavy driving baseline",Epic instrumental that evokes strong emotions. Feels like a movie soundtrack.,0.4725
96382602-5e97-430f-9,13,"Progressive House inspired by Sasha from the 1990s, deep dark melodic ethereal space trance with a heavy driving baseline",A smooth cyberpunk esque beat that gives off the vibe of a Tron game or a racing game,0.5325
96382602-5e97-430f-9,30,"Progressive House inspired by Sasha from the 1990s, deep dark melodic ethereal space trance with a heavy driving baseline","The texture is mostly monophonic with an occasional second voice entering briefly, the tempo is on the slow side, vibrato is narrow on sustained notes, and the recording feels intimate with limited stereo width.",0.4488
96382602-5e97-430f-9,38,"Progressive House inspired by Sasha from the 1990s, deep dark melodic ethereal space trance with a heavy driving baseline",More techno vibes and futuristic movie fitting. The synth and beat make it feel like a semi-tense scene in a cyberpunk spy movie.,0.4637
96382602-5e97-430f-9,45,"Progressive House inspired by Sasha from the 1990s, deep dark melodic ethereal space trance with a heavy driving baseline",Repetitive background music with random elements brought in. Kinda giving youtube video.,0.4143
959ae3b5-07a9-464c-8,4,"sad song sang by a man with a very nice voice., pop, indie,",This music can be described as it has a slow pace and different tone.,0.431
959ae3b5-07a9-464c-8,21,"sad song sang by a man with a very nice voice., pop, indie,","A chill, relaxing song, with slow paced drum progression. A soft, light piano provides the melody while a male sings about a heartbreak, in a very calm tone. ",0.6536
959ae3b5-07a9-464c-8,28,"sad song sang by a man with a very nice voice., pop, indie,",Slow style rock with piano and drums mainly. Sad english signing by male.,0.6471
959ae3b5-07a9-464c-8,40,"sad song sang by a man with a very nice voice., pop, indie,",The song sounds kinda sad and like a guy is really thinking out loud about his thoughts.,0.6558
959ae3b5-07a9-464c-8,44,"sad song sang by a man with a very nice voice., pop, indie,",This uses chill lofi beats and piano along with drums to create a melancholy tune that brings the viewer into a more sentimental mindset. The voice singing is also displaying strong negative emotions along with the lyrics talking about heartbreak and infidelity. ,0.5785
957d1ef7-7bd1-4d9a-a,3,"a song about forgiving someone that wronged you, pop, funk,","good laid back rhythm. young ladies singing, kinda like soul music",0.2466
957d1ef7-7bd1-4d9a-a,19,"a song about forgiving someone that wronged you, pop, funk,","i like how soft and slow and peaceful this is, and the different pitches of the voice.",0.1716
957d1ef7-7bd1-4d9a-a,22,"a song about forgiving someone that wronged you, pop, funk,",Song suitable for the heroes return in a movie. Classy and smooth.,0.4889
957d1ef7-7bd1-4d9a-a,37,"a song about forgiving someone that wronged you, pop, funk,","This sounds like lobby music, or very typical music during a falling in love sequence.",0.3084
957d1ef7-7bd1-4d9a-a,42,"a song about forgiving someone that wronged you, pop, funk,","soft r&b song with female singers and female backing tracks, very smooth and sultry with violin, drum, funky guitar, piano",0.356
94894312-0261-4956-8,1,"A song about the greatness of menachem begin. hip hop, 1998, east coast hip hop,","Sounds like a generic JZ or Tupac song. Honestly don't know what that genre is called, but the beats match the lowkey rap.",0.5094
94894312-0261-4956-8,6,"A song about the greatness of menachem begin. hip hop, 1998, east coast hip hop,",This is like Snoop Dog music. It is slow rap that has some beat to it. There is a man rapping to the beat to drumns. It sounds like rapping to produce music on a DJ board. There is an echo at the end. ,0.4835
94894312-0261-4956-8,16,"A song about the greatness of menachem begin. hip hop, 1998, east coast hip hop,","sounds like 90s hip pop with a steady beat and groovy melody in the back, male rap vocals over everything",0.5475
94894312-0261-4956-8,22,"A song about the greatness of menachem begin. hip hop, 1998, east coast hip hop,",Mostly driven by the vocal rap. Whistling in the background and drums periodically.,0.4437
94894312-0261-4956-8,34,"A song about the greatness of menachem begin. hip hop, 1998, east coast hip hop,",A slow paced drum have 90s hip-hop sound with a sampled track. ,0.463
94894312-0261-4956-8,42,"A song about the greatness of menachem begin. hip hop, 1998, east coast hip hop,","hip hop/rap song, male rapper with a slower cadence, simple backtrack mainly just the core beat of his rhythm",0.4423
9481c38d-df7b-42cc-b,9,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film opening sequence,epic song with drums and evoking emotions. Sounds like a soundtrack,0.4123
9481c38d-df7b-42cc-b,14,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film opening sequence,"e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.3927
9481c38d-df7b-42cc-b,23,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film opening sequence,"Eerie doom impending song, that plays when a character is exploring an abandoned house where they know someone is hiding. ",0.256
